GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|411116154|ref|NZ_JH556657.1|:196093-197025|35830|g__Acetivibrio.s__Acetivibrio_cellulolyticus|UniRef90_K4L592|UniRef50_H6LFX7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,933,1,0.0.0.0,1.0718113612004287
gi|483984668|ref|NZ_KB892655.1|:51769-52857|33035|g__Blautia.s__Blautia_producta|UniRef90_R6NBU7|UniRef50_R6ZG00,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1089,7,0.0.0.0,6.4279155188246095
gi|483984568|ref|NZ_KB892643.1|:c121361-120273|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003605698|UniRef50_UPI0003605698,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1089,16,0.0.0.0,14.692378328741965
gi|483984714|ref|NZ_KB892660.1|:c104973-103885|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000381E69F|UniRef50_R6S4R3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1089,15,0.0.0.0,13.774104683195592
gi|483984714|ref|NZ_KB892660.1|:c80139-79054|33035|g__Blautia.s__Blautia_producta|UniRef90_R6RAX3|UniRef50_A0ZZN9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1086,18,0.0.0.0,16.574585635359114
gi|483984517|ref|NZ_KB892637.1|:c483874-482789|33035|g__Blautia.s__Blautia_producta|UniRef90_R6VN73|UniRef50_R5K336,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1086,6,0.0.0.0,5.524861878453038
gi|483984626|ref|NZ_KB892651.1|:c39540-38455|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036C8BC7|UniRef50_R6V7Y3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1086,3,0.0.0.0,2.762430939226519
gi|483985125|ref|NZ_KB892702.1|:55449-56543|33035|g__Blautia.s__Blautia_producta|UniRef90_R6V2Q4|UniRef50_R7N7L5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1095,22,0.0.0.0,20.091324200913242
gi|483985043|ref|NZ_KB892693.1|:122975-124069|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0004777E62|UniRef50_UPI0004777E62,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1095,3,0.0.0.0,2.73972602739726
gi|483984714|ref|NZ_KB892660.1|:237737-238831|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037F62CE|UniRef50_UPI00037F62CE,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1095,3,0.0.0.0,2.73972602739726
gi|483984541|ref|NZ_KB892639.1|:c43938-42847|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036E3DF4|UniRef50_R6C1U0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1092,5,4.2.3.4,4.5787545787545785
gi|483984714|ref|NZ_KB892660.1|:c70051-68960|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037DC14D|UniRef50_R6RI74,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1092,3,0.0.0.0,2.7472527472527473
gi|483985125|ref|NZ_KB892702.1|:127859-128950|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036135B9|UniRef50_D4M440,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1092,2,0.0.0.0,1.8315018315018314
gi|483984714|ref|NZ_KB892660.1|:c184658-183582|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003602386|UniRef50_Q67LS2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1077,10,2.8.1.13,9.285051067780874
gi|483984568|ref|NZ_KB892643.1|:c97999-96920|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036E8549|UniRef50_H6LJS9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1080,6,0.0.0.0,5.555555555555555
gi|483984576|ref|NZ_KB892644.1|:134797-135876|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003724258|UniRef50_C4Z176,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1080,7,0.0.0.0,6.481481481481481
gi|483984545|ref|NZ_KB892640.1|:13009-14085|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000376F067|UniRef50_UPI000376F067,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1077,19,0.0.0.0,17.64159702878366
gi|483984838|ref|NZ_KB892675.1|:c6023-4950|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00047D7344|UniRef50_R5NS68,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1074,2,0.0.0.0,1.8621973929236497
gi|483984605|ref|NZ_KB892648.1|:68947-70029|33035|g__Blautia.s__Blautia_producta|UniRef90_R7N855|UniRef50_W0J3Y1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1083,44,0.0.0.0,40.62788550323177
gi|483984605|ref|NZ_KB892648.1|:98771-99853|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037772E0|UniRef50_UPI00037772E0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1083,1,0.0.0.0,0.9233610341643583
gi|483984714|ref|NZ_KB892660.1|:c290553-289468|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003660A04|UniRef50_D7GQI9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1086,5,0.0.0.0,4.604051565377532
gi|483984529|ref|NZ_KB892638.1|:396615-397700|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037D1875|UniRef50_D4LPZ0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1086,2,0.0.0.0,1.8416206261510129
gi|483984778|ref|NZ_KB892668.1|:4762-5841|33035|g__Blautia.s__Blautia_producta|UniRef90_R6VQ89|UniRef50_E0RTD9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1080,6,2.7.1.11,5.555555555555555
gi|483985125|ref|NZ_KB892702.1|:229710-230792|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003714256|UniRef50_UPI0003714256,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1083,2,0.0.0.0,1.8467220683287167
gi|483984714|ref|NZ_KB892660.1|:c131142-130060|33035|g__Blautia.s__Blautia_producta|UniRef90_R6WB11|UniRef50_Q65GI9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1083,2,1.1.1.85,1.8467220683287167
gi|483984714|ref|NZ_KB892660.1|:c126334-125252|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003829ADA|UniRef50_B7J6V1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1083,3,2.6.1.52,2.770083102493075
gi|483984786|ref|NZ_KB892669.1|:c20713-19607|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036FEE61|UniRef50_R7EAT9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1107,22,0.0.0.0,19.87353206865402
gi|483984529|ref|NZ_KB892638.1|:c64609-63503|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036C6E00|UniRef50_R5SXF1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1107,7,0.0.0.0,6.323396567299007
gi|483984778|ref|NZ_KB892668.1|:8504-9610|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003623AC6|UniRef50_R6LFR8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1107,4,0.0.0.0,3.613369467028004
gi|483984598|ref|NZ_KB892647.1|:41412-42518|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R5K336,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1107,5,0.0.0.0,4.5167118337850045
gi|483984517|ref|NZ_KB892637.1|:500378-501484|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036A58B0|UniRef50_UPI00036A58B0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1107,4,0.0.0.0,3.613369467028004
gi|483985143|ref|NZ_KB892704.1|:c39784-38678|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036C02BB|UniRef50_P37747,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1107,1,0.0.0.0,0.903342366757001
gi|483984541|ref|NZ_KB892639.1|:c187241-186135|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036C91A0|UniRef50_UPI00036C91A0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1107,2,0.0.0.0,1.806684733514002
gi|483984568|ref|NZ_KB892643.1|:40568-41674|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00035E4970|UniRef50_C4ZAX1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1107,3,4.2.3.5,2.710027100271003
gi|483985143|ref|NZ_KB892704.1|:c212675-211563|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003827A78|UniRef50_Q2FG29,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1113,7,1.4.1.1,6.289308176100629
gi|483984576|ref|NZ_KB892644.1|:133317-134429|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036CEDCA|UniRef50_R7FT11,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1113,1,0.0.0.0,0.8984725965858041
gi|483984615|ref|NZ_KB892649.1|:327610-328719|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003660FE1|UniRef50_B7GSK0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1110,1,0.0.0.0,0.9009009009009008
gi|483984517|ref|NZ_KB892637.1|:c485152-484040|33035|g__Blautia.s__Blautia_producta|UniRef90_R6NF17|UniRef50_P9WQI2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1113,78,0.0.0.0,70.08086253369272
gi|483984529|ref|NZ_KB892638.1|:c364260-363148|33035|g__Blautia.s__Blautia_producta|UniRef90_R6QZX4|UniRef50_P39353,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1113,1,0.0.0.0,0.8984725965858041
gi|483984517|ref|NZ_KB892637.1|:c302672-301569|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003728D20|UniRef50_UPI0003728D20,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1104,4,0.0.0.0,3.623188405797101
gi|483985136|ref|NZ_KB892703.1|:c228269-227172|33035|g__Blautia.s__Blautia_producta|UniRef90_R6NBN4|UniRef50_P44681,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1098,21,0.0.0.0,19.12568306010929
gi|483984615|ref|NZ_KB892649.1|:67009-68106|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000371893A|UniRef50_P96060,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1098,27,2.6.1.37,24.59016393442623
gi|483984598|ref|NZ_KB892647.1|:65651-66745|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000372CCBE|UniRef50_D4KK74,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1095,2,0.0.0.0,1.8264840182648403
gi|483984545|ref|NZ_KB892640.1|:184228-185322|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000369914C|UniRef50_R5RTG2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1095,14,0.0.0.0,12.785388127853881
gi|483984541|ref|NZ_KB892639.1|:166645-167742|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003702633|UniRef50_R5HU49,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1098,13,0.0.0.0,11.839708561020036
gi|483984615|ref|NZ_KB892649.1|:255872-256966|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00035E62B7|UniRef50_R6XL56,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1095,11,0.0.0.0,10.045662100456621
gi|483984615|ref|NZ_KB892649.1|:c267800-266697|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00047564BC|UniRef50_D4K5K1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1104,2,0.0.0.0,1.8115942028985506
gi|483984568|ref|NZ_KB892643.1|:c101277-100180|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037D1EDA|UniRef50_R6GFB7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1098,2,0.0.0.0,1.8214936247723132
gi|483984944|ref|NZ_KB892684.1|:2548-3648|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036D1A0B|UniRef50_B0G4D9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1101,78,0.0.0.0,70.84468664850137
gi|483984517|ref|NZ_KB892637.1|:c168501-167344|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036162D9|UniRef50_R6NBZ4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1158,13,0.0.0.0,11.226252158894647
gi|483984541|ref|NZ_KB892639.1|:c125772-124567|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00035E1AAE|UniRef50_R5NPC9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1206,9,5.1.1.1,7.462686567164179
gi|483984803|ref|NZ_KB892671.1|:256817-258022|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037601DB|UniRef50_R7GRL6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1206,2,0.0.0.0,1.658374792703151
gi|483984517|ref|NZ_KB892637.1|:c269548-268346|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037D5F6E|UniRef50_Q46E58,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1203,5,5.4.2.12,4.156275976724855
gi|483984568|ref|NZ_KB892643.1|:c18593-17391|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003746D1C|UniRef50_D4LGE2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1203,10,0.0.0.0,8.31255195344971
gi|483984517|ref|NZ_KB892637.1|:115070-116272|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000378C64D|UniRef50_I4AET4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1203,6,0.0.0.0,4.987531172069825
gi|483984922|ref|NZ_KB892682.1|:125497-126708|33035|g__Blautia.s__Blautia_producta|UniRef90_R6V0U4|UniRef50_I5AQE3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1212,4,4.3.1.19,3.3003300330033003
gi|483985125|ref|NZ_KB892702.1|:c263395-262187|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037D0B21|UniRef50_UPI00037D0B21,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1209,4,0.0.0.0,3.3085194375516953
gi|483985043|ref|NZ_KB892693.1|:147967-149178|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00035ED0D9|UniRef50_UPI00035ED0D9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1212,2,0.0.0.0,1.6501650165016502
gi|483984529|ref|NZ_KB892638.1|:10507-11715|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003620416|UniRef50_D4J5A0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1209,8,0.0.0.0,6.617038875103391
gi|483984756|ref|NZ_KB892665.1|:18234-19442|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000364AFFF|UniRef50_R7FG22,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1209,1,0.0.0.0,0.8271298593879238
gi|483984529|ref|NZ_KB892638.1|:c268598-267402|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003A90478|UniRef50_UPI0003A90478,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1197,2,0.0.0.0,1.670843776106934
gi|483984529|ref|NZ_KB892638.1|:13165-14358|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003709499|UniRef50_Q8FE91,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1194,8,0.0.0.0,6.700167504187605
gi|483984626|ref|NZ_KB892651.1|:c37431-36238|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00035C5A76|UniRef50_R5UIW1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1194,12,0.0.0.0,10.050251256281408
gi|483984714|ref|NZ_KB892660.1|:c180490-179297|33035|g__Blautia.s__Blautia_producta|UniRef90_D4LMW4|UniRef50_P40924,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1194,9,2.7.2.3,7.5376884422110555
gi|483984581|ref|NZ_KB892645.1|:19805-20998|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036B552B|UniRef50_UPI00036B552B,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1194,3,0.0.0.0,2.512562814070352
gi|483984615|ref|NZ_KB892649.1|:340302-341495|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00035DA8BE|UniRef50_R6Z9I5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1194,25,0.0.0.0,20.938023450586265
gi|483984551|ref|NZ_KB892641.1|:c52221-51022|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037E25FD|UniRef50_R5RAV1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1200,7,0.0.0.0,5.833333333333334
gi|483984529|ref|NZ_KB892638.1|:c212586-211387|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003795114|UniRef50_R5VGA3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1200,18,0.0.0.0,15.0
gi|483984598|ref|NZ_KB892647.1|:44236-45438|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00039D4CF8|UniRef50_R7D6C2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1203,3,0.0.0.0,2.4937655860349124
gi|483984541|ref|NZ_KB892639.1|:c61448-60249|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003771E5E|UniRef50_R6RSS0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1200,3,0.0.0.0,2.5
gi|483985125|ref|NZ_KB892702.1|:35579-36802|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037DFF8D|UniRef50_Q891D3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1224,5,6.1.1.1,4.084967320261438
gi|483985136|ref|NZ_KB892703.1|:c173264-172044|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003620601|UniRef50_C6W3G1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1221,3,0.0.0.0,2.457002457002457
gi|483984778|ref|NZ_KB892668.1|:18518-19738|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037CA24A|UniRef50_UPI00037CA24A,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1221,4,0.0.0.0,3.2760032760032756
gi|483984857|ref|NZ_KB892677.1|:1793-3013|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003739397|UniRef50_G7UAA9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1221,17,0.0.0.0,13.923013923013922
gi|483984922|ref|NZ_KB892682.1|:191419-192645|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000368D930|UniRef50_R7D9L6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1227,3,0.0.0.0,2.4449877750611244
gi|483984581|ref|NZ_KB892645.1|:c53240-52014|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037E5795|UniRef50_R7A9X3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1227,17,0.0.0.0,13.854930725346373
gi|483985136|ref|NZ_KB892703.1|:c87311-86085|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036C935F|UniRef50_R7E947,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1227,19,0.0.0.0,15.484922575387122
gi|483984529|ref|NZ_KB892638.1|:c272820-271597|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000364C510|UniRef50_E6UB19,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1224,8,2.3.1.35,6.5359477124183005
gi|483984562|ref|NZ_KB892642.1|:c106469-105246|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0004770268|UniRef50_UPI0004770268,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1224,9,0.0.0.0,7.352941176470589
gi|483984714|ref|NZ_KB892660.1|:90200-91423|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036071D8|UniRef50_Q87IM1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1224,5,4.2.1.20,4.084967320261438
gi|483984615|ref|NZ_KB892649.1|:c70514-69294|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00035F1FA3|UniRef50_UPI00035F1FA3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1221,1,0.0.0.0,0.8190008190008189
gi|483984581|ref|NZ_KB892645.1|:73060-74274|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036C62C5|UniRef50_Q04L81,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1215,1,5.4.2.7,0.8230452674897119
gi|483984541|ref|NZ_KB892639.1|:190982-192196|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000369CB59|UniRef50_D4JAE0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1215,7,0.0.0.0,5.761316872427983
gi|483984615|ref|NZ_KB892649.1|:2592-3806|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037F0BB2|UniRef50_Q2JLL9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1215,27,2.6.1.83,22.22222222222222
