GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|374087949|ref|NZ_JH599912.1|:1-1008|1054213|g__Acetobacteraceae_noname.s__Acetobacteraceae_bacterium_AT_5844|UniRef90_G9ZU40|UniRef50_G1XWW4,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1008,1,0.0.0.0,0.9920634920634921
gi|417263358|ref|NZ_AFAB02000198.1|:c215743-215048|562|g__Escherichia.s__Escherichia_coli|UniRef90_P08203|UniRef50_Q8FAI6,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,696,1,5.1.3.4,1.4367816091954024
gi|425428518|ref|NZ_JH943223.1|:10765-11619|562|g__Escherichia.s__Escherichia_coli|UniRef90_A7ZM49|UniRef50_W9B8I4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,855,1,0.0.0.0,1.1695906432748537
gi|545137181|ref|NZ_AVQW01000018.1|:212577-214451|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_A6T5N6,root;k_Bacteria,1875,1,0.0.0.0,0.5333333333333333
gi|452702609|ref|NZ_AGTI01000064.1|:c21043-20336|562|g__Escherichia.s__Escherichia_coli|UniRef90_P77627|UniRef50_P77427,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,708,1,0.0.0.0,1.4124293785310735
gi|420312780|ref|NZ_AKMO01000001.1|:c311980-310616|562|g__Escherichia.s__Escherichia_coli|UniRef90_P0ABF3|UniRef50_Q8Z9C3,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1365,1,2.7.7.19,0.7326007326007326
gi|545144585|ref|NZ_AVRY01000029.1|:84831-86063|562|g__Escherichia.s__Escherichia_coli|UniRef90_P0AEZ0|UniRef50_P0AEZ0,root;k_Bacteria,1233,1,0.0.0.0,0.8110300081103
gi|425164062|ref|NZ_JH964854.1|:c129220-127889|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_A8AQ08,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1332,1,0.0.0.0,0.7507507507507507
gi|429074916|ref|NZ_ANME01000133.1|:56204-57190|562|g__Escherichia.s__Escherichia_coli|UniRef90_P42620|UniRef50_P42620,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,987,1,0.0.0.0,1.0131712259371835
gi|424148297|ref|NZ_JH707983.1|:8484-10466|562|g__Escherichia.s__Escherichia_coli|UniRef90_A7ZP73|UniRef50_A1JPN5,root;k_Bacteria,1983,1,1.1.1.305,0.5042864346949066
gi|429078615|ref|NZ_ANMF01000067.1|:84319-85761|562|g__Escherichia.s__Escherichia_coli|UniRef90_P21599|UniRef50_P21599,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1443,1,2.7.1.40,0.693000693000693
gi|420268722|ref|NZ_AKLI01000018.1|:c27087-25717|562|g__Escherichia.s__Escherichia_coli|UniRef90_P0AB90|UniRef50_P44797,root;k_Bacteria,1371,1,4.3.2.2,0.7293946024799417
gi|425189359|ref|NZ_JH961771.1|:c37700-36156|562|g__Escherichia.s__Escherichia_coli|UniRef90_Q8FB38|UniRef50_Q74RF9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1545,1,0.0.0.0,0.6472491909385114
gi|545139159|ref|NZ_AVRG01000053.1|:c412957-412220|562|g__Escherichia.s__Escherichia_coli|UniRef90_P0AEF2|UniRef50_P57134,root;k_Bacteria,738,1,0.0.0.0,1.3550135501355014
gi|416316709|ref|NZ_AERQ01000001.1|:c144674-142998|562|g__Escherichia.s__Escherichia_coli|UniRef90_P39830|UniRef50_P39830,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1677,1,0.0.0.0,0.5963029218843172
gi|445011016|ref|NZ_AOEN01000023.1|:174901-176133|562|g__Escherichia.s__Escherichia_coli|UniRef90_P75843|UniRef50_P75843,root;k_Bacteria,1233,1,0.0.0.0,0.8110300081103
gi|429903811|ref|NZ_KB008831.1|:c16865-15204|562|g__Escherichia.s__Escherichia_coli|UniRef90_A7ZTN8|UniRef50_A6TFY7,root,1662,2,0.0.0.0,1.203369434416366
gi|444995664|ref|NZ_AOEK01000068.1|:15334-16917|562|g__Escherichia.s__Escherichia_coli|UniRef90_B5YZP7|UniRef50_A0A037Y6B1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1584,1,0.0.0.0,0.6313131313131313
gi|425388873|ref|NZ_JH944315.1|:c115215-114184|562|g__Escherichia.s__Escherichia_coli|UniRef90_B7MNC1|UniRef50_B7MNC1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1032,1,2.1.1.172,0.9689922480620154
gi|425313583|ref|NZ_JH958283.1|:c93806-91962|562|g__Escherichia.s__Escherichia_coli|UniRef90_P14081|UniRef50_P14081,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1845,1,0.0.0.0,0.5420054200542006
gi|545146609|ref|NZ_AVSH01000102.1|:c139005-136132|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,2874,1,1.4.4.2,0.34794711203897005
gi|425191360|ref|NZ_JH957554.1|:139574-141850|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_P0ABI1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,2277,1,0.0.0.0,0.43917435221783047
gi|209395693|ref|NC_011353.1|:1123449-1126061|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_A0A058SUW3,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,2613,1,3.4.11.2,0.3827018752391887
gi|425140351|ref|NZ_JH969488.1|:22889-25432|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_P08201,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,2544,1,1.7.1.15,0.3930817610062893
gi|490012896|ref|NZ_AQBB01000128.1|:98498-100102|562|g__Escherichia.s__Escherichia_coli|UniRef90_P77148|UniRef50_P77148,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1605,1,0.0.0.0,0.6230529595015576
gi|445007716|ref|NZ_AOEM01000108.1|:62014-62331|562|g__Escherichia.s__Escherichia_coli|UniRef90_P33347|UniRef50_P33347,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,318,1,0.0.0.0,3.144654088050314
gi|430024952|ref|NZ_KB003728.1|:c65086-62924|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_Q8X7L9,root;k_Bacteria,2163,1,0.0.0.0,0.46232085067036527
gi|445000972|ref|NZ_AOEL01000037.1|:4405-4896|562|g__Escherichia.s__Escherichia_coli|UniRef90_P75916|UniRef50_P75916,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,492,2,0.0.0.0,4.065040650406504
gi|387880559|ref|NC_017906.1|:4610343-4610909|562|g__Escherichia.s__Escherichia_coli|UniRef90_P0AGE7|UniRef50_P0AGE7,root;k_Bacteria,567,1,1.6.5.2,1.7636684303350971
gi|430024568|ref|NZ_KB009359.1|:c96727-94241|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_A0A034SZW0,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,2487,2,0.0.0.0,0.8041817450743868
gi|416773794|ref|NZ_AETX01000015.1|:164979-166712|562|g__Escherichia.s__Escherichia_coli|UniRef90_Q3Z2Q4|UniRef50_Q4KJK0,root;k_Bacteria,1734,2,6.1.1.19,1.1534025374855825
gi|430025730|ref|NZ_JH999800.1|:c34437-33115|562|g__Escherichia.s__Escherichia_coli|UniRef90_P0AFT0|UniRef50_P0AFT0,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1323,2,0.0.0.0,1.5117157974300832
gi|425355666|ref|NZ_JH953234.1|:20297-21565|562|g__Escherichia.s__Escherichia_coli|UniRef90_P37339|UniRef50_P37339,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1269,1,0.0.0.0,0.7880220646178093
gi|429959184|ref|NZ_KB000340.1|:13978-15432|562|g__Escherichia.s__Escherichia_coli|UniRef90_P0AE13|UniRef50_P0AE13,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1455,1,0.0.0.0,0.6872852233676976
gi|163780164|ref|NZ_ABHQ01000017.1|:c4613-2670|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_N2DBA0,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1944,1,3.1.3.6,0.51440329218107
gi|420300867|ref|NZ_AKLY01000061.1|:54576-56738|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_P03018,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,2163,1,3.6.4.12,0.46232085067036527
gi|545145336|ref|NZ_AVSB01000093.1|:48794-49744|562|g__Escherichia.s__Escherichia_coli|UniRef90_Q3YZ89|UniRef50_C5CPN2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,951,1,2.2.1.2,1.0515247108307046
gi|424564481|ref|NZ_JH694311.1|:253365-256463|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_Q8XD75,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,3099,1,0.0.0.0,0.32268473701193934
gi|424558679|ref|NZ_JH694706.1|:9160-10440|562|g__Escherichia.s__Escherichia_coli|UniRef90_P0C8K1|UniRef50_P0C8K1,root;k_Bacteria,1281,1,0.0.0.0,0.7806401249024201
gi|424077602|ref|NZ_JH692470.1|:c119208-117547|562|g__Escherichia.s__Escherichia_coli|UniRef90_P07017|UniRef50_P07017,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1662,1,0.0.0.0,0.601684717208183
gi|424077602|ref|NZ_JH692470.1|:c119208-117547|562|g__Escherichia.s__Escherichia_coli|UniRef90_P07017|UniRef50_P07017,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1662,1,0.0.0.0,0.601684717208183
gi|545136149|ref|NZ_AVQR01000026.1|:383686-385344|562|g__Escherichia.s__Escherichia_coli|UniRef90_P25798|UniRef50_P25798,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1659,1,0.0.0.0,0.6027727546714888
gi|487678200|ref|NZ_AQFJ01000005.1|:369787-370377|562|g__Escherichia.s__Escherichia_coli|UniRef90_P43340|UniRef50_P43340,root;k_Bacteria,591,1,0.0.0.0,1.6920473773265652
gi|430024883|ref|NZ_KB003659.1|:c39595-38060|562|g__Escherichia.s__Escherichia_coli|UniRef90_P58229|UniRef50_P63235,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1536,1,0.0.0.0,0.6510416666666666
gi|444983350|ref|NZ_AOEI01000002.1|:280332-281756|562|g__Escherichia.s__Escherichia_coli|UniRef90_P0A9P2|UniRef50_P0A9P2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1425,4,1.8.1.4,2.807017543859649
gi|429959717|ref|NZ_KB006456.1|:c61233-59164|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_G5Q9B1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,2070,1,6.1.1.14,0.48309178743961356
gi|445002699|ref|NZ_AOEL01000084.1|:71892-73910|562|g__Escherichia.s__Escherichia_coli|UniRef90_P23482|UniRef50_P23482,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,2019,1,0.0.0.0,0.49529470034670625
gi|416787273|ref|NZ_AETY01000054.1|:30639-31979|562|g__Escherichia.s__Escherichia_coli|UniRef90_Q8XCN6|UniRef50_Q8XCN6,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1341,5,0.0.0.0,3.7285607755406414
gi|445049055|ref|NZ_AOEU01000013.1|:c78010-76646|562|g__Escherichia.s__Escherichia_coli|UniRef90_P77726|UniRef50_P77726,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1365,1,0.0.0.0,0.7326007326007326
gi|486053526|ref|NZ_APZL01000084.1|:c28105-27656|562|g__Escherichia.s__Escherichia_coli|UniRef90_P30176|UniRef50_Q323Z6,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,450,2,0.0.0.0,4.444444444444445
gi|15829254|ref|NC_002695.1|:5032229-5035912|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_W6W5E1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,3684,1,2.1.1.13,0.2714440825190011
gi|209395693|ref|NC_011353.1|:1927387-1928730|562|g__Escherichia.s__Escherichia_coli|UniRef90_P76097|UniRef50_P76097,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1344,1,0.0.0.0,0.744047619047619
gi|163780157|ref|NZ_ABHQ01000010.1|:89824-90297|562|g__Escherichia.s__Escherichia_coli|UniRef90_P0AE93|UniRef50_P0AE93,root;k_Bacteria,474,1,0.0.0.0,2.109704641350211
gi|545147832|ref|NZ_AVSN01000012.1|:c120754-119570|562|g__Escherichia.s__Escherichia_coli|UniRef90_P23910|UniRef50_P23910,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1185,1,0.0.0.0,0.8438818565400843
gi|424565219|ref|NZ_JH694319.1|:74149-76854|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_B5R7J9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,2706,2,0.0.0.0,0.7390983000739099
gi|545237956|ref|NZ_KE700470.1|:c2175178-2174738|562|g__Escherichia.s__Escherichia_coli|UniRef90_P76012|UniRef50_P76012,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,441,2,0.0.0.0,4.535147392290249
gi|419102978|ref|NZ_AIFO01000019.1|:42297-43073|562|g__Escherichia.s__Escherichia_coli|UniRef90_O82899|UniRef50_O82899,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,777,12,0.0.0.0,15.444015444015443
gi|419102978|ref|NZ_AIFO01000019.1|:42297-43073|562|g__Escherichia.s__Escherichia_coli|UniRef90_O82899|UniRef50_O82899,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,777,2,0.0.0.0,2.574002574002574
gi|163780149|ref|NZ_ABHQ01000002.1|:c493061-491376|562|g__Escherichia.s__Escherichia_coli|UniRef90_A4W8L3|UniRef50_A4SN85,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1686,1,0.0.0.0,0.5931198102016607
gi|444940871|ref|NZ_AOEA01000065.1|:34894-36537|562|g__Escherichia.s__Escherichia_coli|UniRef90_P33235|UniRef50_P33235,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1644,1,0.0.0.0,0.6082725060827251
gi|424175375|ref|NZ_JH706116.1|:14139-16097|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_Q9S4W2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1959,1,0.0.0.0,0.5104645227156712
gi|424175375|ref|NZ_JH706116.1|:14139-16097|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_Q9S4W2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1959,4,0.0.0.0,2.041858090862685
gi|425326241|ref|NZ_JH963515.1|:8272-10452|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_UPI000329D795,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,2181,1,1.11.1.21,0.4585052728106373
gi|420296354|ref|NZ_AKLY01000007.1|:c25160-22920|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_A0A031SXK0,root;k_Bacteria,2241,2,0.0.0.0,0.8924587237840249
gi|489853211|ref|NZ_AQAP01000286.1|:11038-11637|562|g__Escherichia.s__Escherichia_coli|UniRef90_UPI0002B92AC0|UniRef50_B7N3F3,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,600,2,0.0.0.0,3.3333333333333335
gi|444941654|ref|NZ_AOEA01000106.1|:c92009-90048|562|g__Escherichia.s__Escherichia_coli|UniRef90_P14294|UniRef50_P14294,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1962,1,5.99.1.2,0.509683995922528
gi|425370539|ref|NZ_JH945899.1|:34277-35824|562|g__Escherichia.s__Escherichia_coli|UniRef90_P77187|UniRef50_P77187,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1548,1,0.0.0.0,0.6459948320413437
gi|445031585|ref|NZ_AOEQ01000153.1|:122814-125042|562|g__Escherichia.s__Escherichia_coli|UniRef90_T9L0J3|UniRef50_T9L0J3,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,2229,1,0.0.0.0,0.44863167339614174
gi|486771579|ref|NZ_AQAY01000040.1|:c206010-205063|562|g__Escherichia.s__Escherichia_coli|UniRef90_P77493|UniRef50_P77493,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,948,3,0.0.0.0,3.1645569620253164
gi|545146183|ref|NZ_AVSF01000094.1|:50180-53809|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,3630,5,0.0.0.0,1.3774104683195594
gi|419046108|ref|NZ_AIFE01000049.1|:c430354-428042|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_P76577,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,2313,3,0.0.0.0,1.2970168612191957
gi|445012153|ref|NZ_AOEN01000065.1|:c40831-39821|562|g__Escherichia.s__Escherichia_coli|UniRef90_C3T922|UniRef50_C3T922,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1011,1,0.0.0.0,0.9891196834817014
gi|556571638|ref|NZ_KI532203.1|:27409-28257|562|g__Escherichia.s__Escherichia_coli|UniRef90_P37671|UniRef50_P37671,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,849,1,0.0.0.0,1.1778563015312131
gi|416815625|ref|NZ_AEUA01000132.1|:c147601-145178|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_D7YAA8,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,2424,3,0.0.0.0,1.2376237623762376
gi|425353386|ref|NZ_JH953047.1|:c4492-3356|562|g__Escherichia.s__Escherichia_coli|UniRef90_P69876|UniRef50_Q60AI1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1137,1,3.6.3.31,0.8795074758135444
gi|471332236|ref|NC_020518.1|:c1998993-1998424|562|g__Escherichia.s__Escherichia_coli|UniRef90_P0AG04|UniRef50_P0AG04,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,570,1,2.5.1.129,1.7543859649122808
gi|545138301|ref|NZ_AVRC01000017.1|:80225-83968|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_B5F5V3,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,3744,1,1.7.99.4,0.2670940170940171
gi|545143116|ref|NZ_AVRR01000007.1|:c37816-35291|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_P77802,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria,2526,2,0.0.0.0,0.7917656373713381
gi|545290465|ref|NZ_KE702425.1|:c2738319-2737306|562|g__Escherichia.s__Escherichia_coli|UniRef90_A8APV4|UniRef50_A4VHG9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1014,1,2.3.1.234,0.9861932938856016
gi|416308295|ref|NZ_AERP01000014.1|:c67086-64246|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_Q0TD54,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,2841,1,2.7.7.42,0.3519887363604364
gi|487677948|ref|NZ_AQFI01000023.1|:39274-40257|562|g__Escherichia.s__Escherichia_coli|UniRef90_P45762|UniRef50_P45762,root;k_Bacteria,984,1,0.0.0.0,1.016260162601626
gi|425176206|ref|NZ_JH962197.1|:c71255-69171|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_P15977,root;k_Bacteria,2085,2,2.4.1.25,0.9592326139088729
gi|544880612|ref|NZ_AUQC01000029.1|:3961-5076|562|g__Escherichia.s__Escherichia_coli|UniRef90_P64176|UniRef50_P64176,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1116,1,0.0.0.0,0.8960573476702508
gi|424514556|ref|NZ_JH695204.1|:c22276-21569|562|g__Escherichia.s__Escherichia_coli|UniRef90_A7ZNS3|UniRef50_A9MKV9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,708,1,2.7.1.50,1.4124293785310735
gi|424444200|ref|NZ_JH705430.1|:c20133-19552|562|g__Escherichia.s__Escherichia_coli|UniRef90_P77790|UniRef50_P77790,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,582,1,3.4.13.22,1.718213058419244
gi|443615330|ref|NC_020163.1|:2247403-2248344|562|g__Escherichia.s__Escherichia_coli|UniRef90_P77156|UniRef50_P77156,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,942,1,0.0.0.0,1.0615711252653928
gi|452281661|ref|NZ_AELC01000010.1|:c24491-23322|562|g__Escherichia.s__Escherichia_coli|UniRef90_P31471|UniRef50_P31471,root;k_Bacteria,1170,1,0.0.0.0,0.8547008547008548
gi|452333090|ref|NZ_GL896788.1|:198781-200316|562|g__Escherichia.s__Escherichia_coli|UniRef90_P76224|UniRef50_P76224,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1536,1,0.0.0.0,0.6510416666666666
gi|452721435|ref|NZ_AJMD01000032.1|:209566-211710|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_J7R3C7,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,2145,1,2.3.1.8,0.4662004662004662
gi|416341960|ref|NZ_AERU01000014.1|:97527-99215|562|g__Escherichia.s__Escherichia_coli|UniRef90_P08142|UniRef50_P08142,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1689,1,2.2.1.6,0.5920663114268798
gi|300959351|ref|NZ_GG773615.1|:8736-9323|562|g__Escherichia.s__Escherichia_coli|UniRef90_P45761|UniRef50_P45761,root;k_Bacteria,588,1,0.0.0.0,1.7006802721088436
gi|545186695|ref|NZ_KE699840.1|:c344509-343877|562|g__Escherichia.s__Escherichia_coli|UniRef90_P39362|UniRef50_P39362,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria,633,7,0.0.0.0,11.058451816745656
gi|429959545|ref|NZ_KB006284.1|:c19990-18311|562|g__Escherichia.s__Escherichia_coli|UniRef90_P0AFR3|UniRef50_P0AFR3,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1680,1,0.0.0.0,0.5952380952380952
gi|425184011|ref|NZ_JH961383.1|:113528-114943|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_A4TIY8,root,1416,1,3.1.3.1,0.7062146892655368
gi|386593590|ref|NC_017625.1|:c4201231-4200782|562|g__Escherichia.s__Escherichia_coli|UniRef90_P37351|UniRef50_P37351,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,450,1,5.3.1.6,2.2222222222222223
gi|490119181|ref|NZ_AQEI01000292.1|:c32482-32207|562|g__Escherichia.s__Escherichia_coli|UniRef90_A5A630|UniRef50_A5A630,root;k_Bacteria,276,1,0.0.0.0,3.623188405797101
