GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|422320815|ref|NZ_GL636045.1|:c24483-23272|85698|g__Achromobacter.s__Achromobacter_xylosoxidans|UniRef90_R4XMS4|UniRef50_B2SD76,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Alcaligenaceae;g_Achromobacter;s_Achromobacter xylosoxidans,1212,1,0.0.0.0,0.8250825082508251
gi|483984598|ref|NZ_KB892647.1|:97009-98046|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000360D1D1|UniRef50_A9KKU2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1038,3,0.0.0.0,2.8901734104046244
gi|483985136|ref|NZ_KB892703.1|:c63582-62545|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000364ADC5|UniRef50_R7EF80,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1038,2,0.0.0.0,1.9267822736030829
gi|483984517|ref|NZ_KB892637.1|:c96492-95458|33035|g__Blautia.s__Blautia_producta|UniRef90_A6BDM2|UniRef50_A6M229,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1035,18,2.7.1.92,17.39130434782609
gi|483984598|ref|NZ_KB892647.1|:61853-62887|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037AD9BC|UniRef50_R5AI86,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1035,1,0.0.0.0,0.9661835748792271
gi|483984786|ref|NZ_KB892669.1|:c2612-1581|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_B0S2P5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1032,3,2.3.1.234,2.9069767441860463
gi|483984562|ref|NZ_KB892642.1|:c20089-19058|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000363624F|UniRef50_R6SGD0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1032,3,0.0.0.0,2.9069767441860463
gi|483984568|ref|NZ_KB892643.1|:c22738-21707|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037C41FD|UniRef50_D4LKQ6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1032,3,6.3.2.4,2.9069767441860463
gi|483984517|ref|NZ_KB892637.1|:c229477-228446|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000363A1E0|UniRef50_U2CKW9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1032,7,0.0.0.0,6.782945736434108
gi|483984529|ref|NZ_KB892638.1|:c291612-290578|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000360FCCB|UniRef50_R6VA72,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1035,5,0.0.0.0,4.830917874396135
gi|483984770|ref|NZ_KB892667.1|:c11453-10422|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037A7D8C|UniRef50_C8WIJ8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1032,6,0.0.0.0,5.813953488372093
gi|483984589|ref|NZ_KB892646.1|:1909-2940|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003631AC5|UniRef50_R7G1N0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1032,7,0.0.0.0,6.782945736434108
gi|483984605|ref|NZ_KB892648.1|:96720-97751|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00035DC08E|UniRef50_Q8RFZ3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1032,1,0.0.0.0,0.9689922480620154
gi|545414024|ref|NZ_KE993442.1|:c6657-5980|1226324|g__Blautia.s__Blautia_sp_KLE_1732|UniRef90_R7GVJ0|UniRef50_B2A2B5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,678,1,0.0.0.0,1.4749262536873156
gi|545411717|ref|NZ_KE993318.1|:c105038-104826|1226324|g__Blautia.s__Blautia_sp_KLE_1732|UniRef90_U2EK58|UniRef50_U2EK58,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,213,1,0.0.0.0,4.694835680751174
gi|545411050|ref|NZ_KE993274.1|:17339-19468|1226324|g__Blautia.s__Blautia_sp_KLE_1732|UniRef90_unknown|UniRef50_H6LD23,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2130,1,0.0.0.0,0.4694835680751174
gi|545413198|ref|NZ_KE993391.1|:c11804-7947|1226324|g__Blautia.s__Blautia_sp_KLE_1732|UniRef90_unknown|UniRef50_R5UKJ9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3858,1,2.7.7.6,0.2592016588906169
gi|545414024|ref|NZ_KE993442.1|:c5966-4356|1226324|g__Blautia.s__Blautia_sp_KLE_1732|UniRef90_R6BEM2|UniRef50_L0GQV2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1611,1,0.0.0.0,0.6207324643078833
gi|545412342|ref|NZ_KE993361.1|:c38763-37243|1226324|g__Blautia.s__Blautia_sp_KLE_1732|UniRef90_D4LNF8|UniRef50_R7CEN2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1521,1,0.0.0.0,0.6574621959237344
gi|545411278|ref|NZ_KE993295.1|:64364-65119|1226324|g__Blautia.s__Blautia_sp_KLE_1732|UniRef90_R7GTU6|UniRef50_R5B7B9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,756,3,0.0.0.0,3.9682539682539684
gi|545413865|ref|NZ_KE993425.1|:111033-112154|1226324|g__Blautia.s__Blautia_sp_KLE_1732|UniRef90_D4LIX3|UniRef50_R7IMM2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1122,3,2.7.7.27,2.67379679144385
gi|146386242|ref|NZ_AAYG02000026.1|:11610-11927|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_UPI0001532979|UniRef50_F5XS62,root;k_Bacteria,318,19,0.0.0.0,59.74842767295598
gi|146386242|ref|NZ_AAYG02000026.1|:11610-11927|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_UPI0001532979|UniRef50_F5XS62,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium botulinum,318,1,0.0.0.0,3.144654088050314
gi|146386237|ref|NZ_AAYG02000021.1|:68528-69013|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_R5QC81|UniRef50_R5CGE3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,486,1,0.0.0.0,2.05761316872428
gi|146386240|ref|NZ_AAYG02000024.1|:19088-19276|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_A7B8Q0|UniRef50_B0A7G6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,189,140,0.0.0.0,740.7407407407408
gi|146386240|ref|NZ_AAYG02000024.1|:19088-19276|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_A7B8Q0|UniRef50_B0A7G6,root;k_Bacteria,189,5,0.0.0.0,26.455026455026456
gi|146386240|ref|NZ_AAYG02000024.1|:19088-19276|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_A7B8Q0|UniRef50_B0A7G6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae,189,1,0.0.0.0,5.291005291005291
gi|146386240|ref|NZ_AAYG02000024.1|:c17782-17516|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_B5CLP5|UniRef50_H6R3P8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,267,1,0.0.0.0,3.745318352059925
gi|146386240|ref|NZ_AAYG02000024.1|:c17782-17516|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_B5CLP5|UniRef50_H6R3P8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae,267,1,0.0.0.0,3.745318352059925
gi|146386240|ref|NZ_AAYG02000024.1|:c17782-17516|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_B5CLP5|UniRef50_H6R3P8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,267,1,0.0.0.0,3.745318352059925
gi|146386240|ref|NZ_AAYG02000024.1|:c17782-17516|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_B5CLP5|UniRef50_H6R3P8,root,267,1,0.0.0.0,3.745318352059925
gi|146386243|ref|NZ_AAYG02000027.1|:54278-54772|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_R5TMX1|UniRef50_D4LHV3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,495,1,0.0.0.0,2.0202020202020203
gi|146386240|ref|NZ_AAYG02000024.1|:13140-13658|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_A7B5V6|UniRef50_A7B5V6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,519,6,0.0.0.0,11.560693641618498
gi|146386246|ref|NZ_AAYG02000030.1|:206-358|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_A7B6Q1|UniRef50_B0NER2,root,153,1,0.0.0.0,6.5359477124183005
gi|146386241|ref|NZ_AAYG02000025.1|:881-1111|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_A7B5X1|UniRef50_C7T763,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,231,2,0.0.0.0,8.658008658008658
gi|146386241|ref|NZ_AAYG02000025.1|:881-1111|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_A7B5X1|UniRef50_C7T763,root;k_Bacteria,231,4,0.0.0.0,17.316017316017316
gi|146386241|ref|NZ_AAYG02000025.1|:881-1111|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_A7B5X1|UniRef50_C7T763,root,231,2,0.0.0.0,8.658008658008658
gi|146386230|ref|NZ_AAYG02000014.1|:c74651-74247|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_unknown|UniRef50_U2UZM9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,405,3,0.0.0.0,7.4074074074074066
gi|146386244|ref|NZ_AAYG02000028.1|:86780-87079|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_A7B6K2|UniRef50_A7B5W5,root,300,3,0.0.0.0,10.0
gi|146386244|ref|NZ_AAYG02000028.1|:86780-87079|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_A7B6K2|UniRef50_A7B5W5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,300,1,0.0.0.0,3.3333333333333335
gi|146386242|ref|NZ_AAYG02000026.1|:c10821-10516|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_A7B5Y6|UniRef50_A7B5Y6,root,306,7,0.0.0.0,22.875816993464053
gi|146386242|ref|NZ_AAYG02000026.1|:c10821-10516|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_A7B5Y6|UniRef50_A7B5Y6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,306,1,0.0.0.0,3.2679738562091503
gi|564718890|gb|AZJF01000003.1|:c323192-322338|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_A7B562|UniRef50_R6VKC2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,855,1,0.0.0.0,1.1695906432748537
gi|146386223|ref|NZ_AAYG02000007.1|:4940-6040|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_A7AZU8|UniRef50_A7AZU8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1101,1,0.0.0.0,0.9082652134423251
gi|211596853|ref|NZ_DS264307.1|:100518-100670|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZTV8|UniRef50_A5ZTV8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,153,16,0.0.0.0,104.57516339869281
gi|211596885|ref|NZ_DS264339.1|:4513-4842|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZQM3|UniRef50_L0CZD0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,330,173,0.0.0.0,524.2424242424242
gi|211596885|ref|NZ_DS264339.1|:4513-4842|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZQM3|UniRef50_L0CZD0,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,330,1,0.0.0.0,3.0303030303030303
gi|211596885|ref|NZ_DS264339.1|:4513-4842|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZQM3|UniRef50_L0CZD0,root,330,1,0.0.0.0,3.0303030303030303
gi|211596885|ref|NZ_DS264339.1|:4513-4842|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZQM3|UniRef50_L0CZD0,root;k_Bacteria,330,3,0.0.0.0,9.09090909090909
gi|211596837|ref|NZ_DS264291.1|:c2270-2076|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYU0|UniRef50_B3D9T0,root;k_Bacteria,195,2,0.0.0.0,10.256410256410255
gi|211596837|ref|NZ_DS264291.1|:c2270-2076|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYU0|UniRef50_B3D9T0,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,195,3,0.0.0.0,15.384615384615383
gi|211596849|ref|NZ_DS264303.1|:86481-86846|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_D4M5V2|UniRef50_D4M5V2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,366,3,0.0.0.0,8.19672131147541
gi|211596888|ref|NZ_DS264342.1|:2981-3376|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_unknown|UniRef50_Q18CI7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,396,1,0.0.0.0,2.525252525252525
gi|211596850|ref|NZ_DS264304.1|:45491-46150|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_C0EW25|UniRef50_E8MRI6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,660,4,0.0.0.0,6.0606060606060606
gi|479176048|ref|NC_021022.1|:837575-838231|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_D4LXN1|UniRef50_R5TP79,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,657,4,0.0.0.0,6.0882800608828
gi|211596850|ref|NZ_DS264304.1|:42445-43146|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_C0EW21|UniRef50_D3QHM5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,702,2,0.0.0.0,2.8490028490028494
gi|211596853|ref|NZ_DS264307.1|:c100039-99440|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZQM1|UniRef50_A5KL06,root,600,38,0.0.0.0,63.333333333333336
gi|211596853|ref|NZ_DS264307.1|:c100039-99440|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZQM1|UniRef50_A5KL06,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,600,68,0.0.0.0,113.33333333333334
gi|211596853|ref|NZ_DS264307.1|:c100039-99440|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZQM1|UniRef50_A5KL06,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,600,270,0.0.0.0,450.0
gi|211596853|ref|NZ_DS264307.1|:c100039-99440|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZQM1|UniRef50_A5KL06,root;k_Bacteria,600,47,0.0.0.0,78.33333333333334
gi|211596838|ref|NZ_DS264292.1|:798-950|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYV3|UniRef50_B0NER2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,153,26,0.0.0.0,169.9346405228758
gi|211596838|ref|NZ_DS264292.1|:798-950|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYV3|UniRef50_B0NER2,root,153,1,0.0.0.0,6.5359477124183005
gi|211596838|ref|NZ_DS264292.1|:c473-312|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYV7|UniRef50_A5ZYV7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,162,72,0.0.0.0,444.44444444444446
gi|211596838|ref|NZ_DS264292.1|:c473-312|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYV7|UniRef50_A5ZYV7,root;k_Bacteria,162,3,0.0.0.0,18.51851851851852
gi|211596854|ref|NZ_DS264308.1|:c55419-55256|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZX27|UniRef50_A5ZX27,root,164,2,0.0.0.0,12.195121951219512
gi|211596854|ref|NZ_DS264308.1|:c55419-55256|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZX27|UniRef50_A5ZX27,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,164,1,0.0.0.0,6.097560975609756
gi|211596839|ref|NZ_DS264293.1|:c2400-2254|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYU6|UniRef50_A5ZYU6,root,147,4,0.0.0.0,27.2108843537415
gi|211596839|ref|NZ_DS264293.1|:c2400-2254|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYU6|UniRef50_A5ZYU6,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,147,14,0.0.0.0,95.23809523809524
gi|211596839|ref|NZ_DS264293.1|:c2400-2254|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYU6|UniRef50_A5ZYU6,root;k_Bacteria,147,5,0.0.0.0,34.013605442176875
gi|211596839|ref|NZ_DS264293.1|:c2400-2254|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYU6|UniRef50_A5ZYU6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae,147,1,0.0.0.0,6.802721088435375
gi|211596839|ref|NZ_DS264293.1|:c1850-1728|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A8ST13|UniRef50_C7T763,root,123,7,0.0.0.0,56.91056910569106
gi|211596839|ref|NZ_DS264293.1|:c1850-1728|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A8ST13|UniRef50_C7T763,root;k_Bacteria,123,14,0.0.0.0,113.82113821138212
gi|211596839|ref|NZ_DS264293.1|:c1850-1728|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A8ST13|UniRef50_C7T763,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,123,3,0.0.0.0,24.390243902439025
gi|479176048|ref|NC_021022.1|:c3228946-3228650|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_D4LUC2|UniRef50_D4LUC2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,297,17,0.0.0.0,57.23905723905724
gi|211596870|ref|NZ_DS264324.1|:12966-13259|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYK6|UniRef50_A5ZYK6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,294,28,0.0.0.0,95.23809523809524
gi|211596838|ref|NZ_DS264292.1|:35-379|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYV6|UniRef50_G7ZHM8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,345,20,0.0.0.0,57.971014492753625
gi|211596838|ref|NZ_DS264292.1|:35-379|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYV6|UniRef50_G7ZHM8,root;k_Bacteria,345,1,0.0.0.0,2.8985507246376816
gi|211596838|ref|NZ_DS264292.1|:35-379|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYV6|UniRef50_G7ZHM8,root;k_Bacteria;p_Tenericutes;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae;g_Mycoplasma;s_Mycoplasma feliminutum,345,1,0.0.0.0,2.8985507246376816
gi|211596838|ref|NZ_DS264292.1|:35-379|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYV6|UniRef50_G7ZHM8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium tetani,345,1,0.0.0.0,2.8985507246376816
gi|211596838|ref|NZ_DS264292.1|:35-379|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYV6|UniRef50_G7ZHM8,root,345,2,0.0.0.0,5.797101449275363
gi|211596850|ref|NZ_DS264304.1|:46141-47505|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_C0EW26|UniRef50_R6SFX6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1365,1,2.7.13.3,0.7326007326007326
gi|211596850|ref|NZ_DS264304.1|:88782-90026|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_R6P2P0|UniRef50_R5ZQ98,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1245,1,0.0.0.0,0.8032128514056224
gi|211596858|ref|NZ_DS264312.1|:1122-3236|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2115,2,0.0.0.0,0.9456264775413711
gi|479176048|ref|NC_021022.1|:3215949-3218060|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2112,6,0.0.0.0,2.840909090909091
gi|211596860|ref|NZ_DS264314.1|:32504-35191|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2688,1,6.1.1.9,0.3720238095238095
gi|211596848|ref|NZ_DS264302.1|:4029-5837|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_R5HY63|UniRef50_Q2JDK2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1809,1,0.0.0.0,0.552791597567717
gi|479176048|ref|NC_021022.1|:2199294-2201171|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_D4LN41|UniRef50_B7HCU0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1878,1,0.0.0.0,0.5324813631522897
gi|211596850|ref|NZ_DS264304.1|:44606-45421|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_C0EW24|UniRef50_R6R9D1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,816,11,0.0.0.0,13.480392156862745
gi|479176048|ref|NC_021022.1|:702697-703716|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_R6PFB6|UniRef50_P0C0G7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1020,1,0.0.0.0,0.9803921568627451
gi|479176048|ref|NC_021022.1|:3565269-3566180|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_D4LV51|UniRef50_Q97IQ6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,912,1,3.1.26.11,1.0964912280701753
gi|211596893|ref|NZ_DS264347.1|:77319-77549|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_A5Z2Z6|UniRef50_M1YD77,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_;g_;s_butyrate-producing bacterium SM4/1,231,1,0.0.0.0,4.329004329004329
gi|211596893|ref|NZ_DS264347.1|:77319-77549|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_A5Z2Z6|UniRef50_M1YD77,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,231,24,0.0.0.0,103.8961038961039
gi|211596924|ref|NZ_DS264378.1|:c6613-6362|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_B5CLP5|UniRef50_H6R3P8,root;k_Bacteria,252,1,0.0.0.0,3.9682539682539684
