GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|423332908|ref|NZ_JH976496.1|:1-433|823|g__Parabacteroides.s__Parabacteroides_distasonis|UniRef90_K5ZEM5|UniRef50_K5ZEM5,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,433,42804,0.0.0.0,98854.50346420324
gi|522837953|ref|NZ_KE159519.1|:1016080-1017297|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZTE2|UniRef50_I1YR97,unclassified,1218,31,2.4.99.17,25.451559934318556
gi|419819595|ref|NZ_AJRE01000517.1|:1-118|1169673|g__Streptococcus.s__Streptococcus_sp_GMD4S|UniRef90_K0Z2P5|UniRef50_F6SZ85,unclassified,118,3,0.0.0.0,25.423728813559322
gi|498503065|ref|NZ_KB822571.1|:4901125-4902699|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z9T8|UniRef50_R6Y850,unclassified,1575,40,3.4.21.107,25.3968253968254
gi|522837954|ref|NZ_KE159520.1|:c242175-240442|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B904|UniRef50_N2B904,unclassified,1734,44,0.0.0.0,25.374855824682815
gi|498503065|ref|NZ_KB822571.1|:976859-977134|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2BB06|UniRef50_N2BB06,unclassified,276,7,0.0.0.0,25.362318840579707
gi|498503065|ref|NZ_KB822571.1|:4417334-4418044|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z1V7|UniRef50_G8UJ42,unclassified,711,18,0.0.0.0,25.31645569620253
gi|410101287|ref|NZ_JH976473.1|:c192178-191705|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZUN5|UniRef50_A6LIG3,unclassified,474,12,0.0.0.0,25.31645569620253
gi|522837953|ref|NZ_KE159519.1|:300752-301423|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Y2I8|UniRef50_R7PAA5,unclassified,672,17,0.0.0.0,25.297619047619047
gi|490134789|ref|NZ_KB822565.1|:33544-34377|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R6VEK4|UniRef50_R6RW71,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerostipes;s_Anaerostipes hadrus,834,21,0.0.0.0,25.179856115107913
gi|211596808|ref|NZ_DS264262.1|:2590-2907|39496|g__Eubacterium.s__Eubacterium_ventriosum|UniRef90_UPI000156186B|UniRef50_F5XS62,root;k_Bacteria;p_Chlamydiae;c_Chlamydiia;o_Chlamydiales;f_Chlamydiaceae;g_Chlamydia;s_Chlamydia sp. 2742-308,318,8,0.0.0.0,25.157232704402514
gi|260663838|ref|NZ_GG704711.1|:c5017-4700|1613|g__Lactobacillus.s__Lactobacillus_fermentum|UniRef90_K8EDZ7|UniRef50_F5XS62,unclassified,318,8,0.0.0.0,25.157232704402514
gi|498503065|ref|NZ_KB822571.1|:c5759375-5758218|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZGI4|UniRef50_R7ECD2,unclassified,1158,29,0.0.0.0,25.043177892918827
gi|490136654|ref|NZ_KB822566.1|:800939-801418|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZFL7|UniRef50_N1ZFL7,unclassified,480,12,0.0.0.0,25.0
gi|194429636|ref|NZ_AAJX02000039.1|:c24519-24400|562|g__Escherichia.s__Escherichia_coli|UniRef90_N2HFX5|UniRef50_N3PD37,root,120,3,0.0.0.0,25.0
gi|410101288|ref|NZ_JH976474.1|:c869786-869547|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6L9U9|UniRef50_B2RM15,unclassified,240,6,0.0.0.0,25.0
gi|423312783|ref|NZ_JH724283.1|:c21662-21342|821|g__Bacteroides.s__Bacteroides_vulgatus|UniRef90_I8ZYB4|UniRef50_I8ZYB4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,321,8,0.0.0.0,24.922118380062305
gi|490136654|ref|NZ_KB822566.1|:96883-98649|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDH6|UniRef50_N1ZDH6,unclassified,1767,44,0.0.0.0,24.90096208262592
gi|522837953|ref|NZ_KE159519.1|:c163020-162820|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Y248|UniRef50_R5VCL1,unclassified,201,5,0.0.0.0,24.87562189054726
gi|490138457|ref|NZ_KB822569.1|:93339-94223|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z5E5|UniRef50_B9MRD1,unclassified,885,22,0.0.0.0,24.858757062146893
gi|522837953|ref|NZ_KE159519.1|:c495048-494365|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z1V7|UniRef50_G8UJ42,unclassified,684,17,0.0.0.0,24.853801169590643
gi|498503065|ref|NZ_KB822571.1|:c563901-562735|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZD17|UniRef50_K5ZD17,unclassified,1167,29,0.0.0.0,24.850042844901456
gi|522837953|ref|NZ_KE159519.1|:c503497-502331|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z1V4|UniRef50_I0K6A3,unclassified,1167,29,0.0.0.0,24.850042844901456
gi|498503065|ref|NZ_KB822571.1|:c1655448-1654684|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LF14|UniRef50_O83296,unclassified,765,19,0.0.0.0,24.836601307189543
gi|498503065|ref|NZ_KB822571.1|:6425632-6425913|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AM63|UniRef50_R6Y465,unclassified,282,7,0.0.0.0,24.822695035460995
gi|410101286|ref|NZ_JH976472.1|:c311053-310127|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AL35|UniRef50_Q64XK5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,927,23,2.5.1.75,24.811218985976268
gi|522837947|ref|NZ_KE159513.1|:c283-1|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_S0GJR7|UniRef50_S0GJR7,unclassified,283,7,0.0.0.0,24.73498233215548
gi|483984714|ref|NZ_KB892660.1|:c66410-65238|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003705CE4|UniRef50_R7CGM5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1173,29,0.0.0.0,24.722932651321397
gi|339441064|ref|NC_015737.1|:c177724-177563|1042156|g__Clostridium.s__Clostridium_sp_SY8519|UniRef90_F7V2A7|UniRef50_S6C3I4,root,162,4,0.0.0.0,24.691358024691358
gi|410101285|ref|NZ_JH976471.1|:c150513-150271|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZX15|UniRef50_R6BCM8,unclassified,243,6,0.0.0.0,24.691358024691358
gi|483984714|ref|NZ_KB892660.1|:c12289-11480|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036C23DC|UniRef50_I5AR38,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,810,20,0.0.0.0,24.691358024691358
gi|498503065|ref|NZ_KB822571.1|:5306809-5307822|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2B1M9|UniRef50_N2B1M9,unclassified,1014,25,0.0.0.0,24.65483234714004
gi|498503065|ref|NZ_KB822571.1|:c4642077-4641712|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Y2H5|UniRef50_K5Y2H5,unclassified,366,9,0.0.0.0,24.59016393442623
gi|498503065|ref|NZ_KB822571.1|:c1441905-1441540|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AW84|UniRef50_A6LES0,unclassified,366,9,0.0.0.0,24.59016393442623
gi|522837947|ref|NZ_KE159513.1|:33973-35559|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AX94|UniRef50_N2AX94,unclassified,1587,39,0.0.0.0,24.57466918714556
gi|498503065|ref|NZ_KB822571.1|:4515177-4518473|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R7ANL5,unclassified,3297,81,0.0.0.0,24.56778889899909
gi|522837957|ref|NZ_KE159523.1|:213528-214097|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_S0GMH3|UniRef50_S0GMH3,unclassified,570,14,0.0.0.0,24.56140350877193
gi|555546126|ref|NZ_KI530573.1|:c641228-640047|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2Q1V0|UniRef50_Q8CAY6,unclassified,1182,29,2.3.1.9,24.534686971235196
gi|410101285|ref|NZ_JH976471.1|:c1694430-1694104|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DF72|UniRef50_R7JM84,unclassified,327,8,0.0.0.0,24.464831804281346
gi|498503065|ref|NZ_KB822571.1|:c1445205-1443775|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2B8S7|UniRef50_W0IW51,unclassified,1431,35,0.0.0.0,24.45842068483578
gi|490137351|ref|NZ_KB822567.1|:c105452-104103|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z3G2|UniRef50_B2RKJ1,unclassified,1350,33,0.0.0.0,24.444444444444443
gi|498503065|ref|NZ_KB822571.1|:4416389-4417330|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A1G5|UniRef50_R7J8N6,unclassified,942,23,0.0.0.0,24.416135881104037
gi|522837953|ref|NZ_KE159519.1|:1089505-1089873|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZTI1|UniRef50_R5JJH2,unclassified,369,9,0.0.0.0,24.390243902439025
gi|410101286|ref|NZ_JH976472.1|:c137746-137255|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_Q7MUY3,unclassified,492,12,0.0.0.0,24.390243902439025
gi|82794672|ref|XM_723441.1||5861|g__Plasmodium.s__Plasmodium_yoelii|UniRef90_Q7R7I2|UniRef50_Q7R7I2,unclassified,123,3,0.0.0.0,24.390243902439025
gi|420388957|ref|NZ_AKNH01000096.1|:5356-5478|562|g__Escherichia.s__Escherichia_coli|UniRef90_I6FKN1|UniRef50_H4YHU9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,123,3,0.0.0.0,24.390243902439025
gi|498503065|ref|NZ_KB822571.1|:c1838888-1837902|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YY01|UniRef50_E6XDC1,unclassified,987,24,0.0.0.0,24.316109422492403
gi|498503065|ref|NZ_KB822571.1|:c3069235-3067385|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZA22|UniRef50_R7KHS7,unclassified,1851,45,0.0.0.0,24.311183144246353
gi|483984626|ref|NZ_KB892651.1|:44042-44329|33035|g__Blautia.s__Blautia_producta|UniRef90_R6VJ66|UniRef50_Q97E91,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,288,7,0.0.0.0,24.305555555555557
gi|405321593|ref|NZ_JH815203.1|:c870-706|487174|g__Barnesiella.s__Barnesiella_intestinihominis|UniRef90_K0XPN6|UniRef50_K0XPN6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales,165,4,0.0.0.0,24.242424242424242
gi|522837957|ref|NZ_KE159523.1|:c275452-275123|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZML4|UniRef50_R7JD93,unclassified,330,8,0.0.0.0,24.242424242424242
gi|490136654|ref|NZ_KB822566.1|:1007504-1008865|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZI82|UniRef50_N1ZI82,unclassified,1362,33,0.0.0.0,24.22907488986784
gi|490138457|ref|NZ_KB822569.1|:34237-35433|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZAF7|UniRef50_R7J222,unclassified,1197,29,4.3.1.19,24.22723475355054
gi|498503065|ref|NZ_KB822571.1|:c762194-760956|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZM99|UniRef50_R7JAC1,unclassified,1239,30,0.0.0.0,24.213075060532685
gi|490136654|ref|NZ_KB822566.1|:c192358-189260|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDT9|UniRef50_N1ZDT9,unclassified,3099,75,0.0.0.0,24.201355275895448
gi|490134789|ref|NZ_KB822565.1|:c747204-745552|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZRS8|UniRef50_U2CY95,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium,1653,40,0.0.0.0,24.198427102238355
gi|522837947|ref|NZ_KE159513.1|:c240213-238312|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B3F1|UniRef50_N2B3F1,unclassified,1902,46,0.0.0.0,24.185068349106206
gi|522837947|ref|NZ_KE159513.1|:c181427-180849|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2APC0|UniRef50_Q8EPB7,unclassified,579,14,0.0.0.0,24.179620034542317
gi|82793899|ref|XM_723130.1||5861|g__Plasmodium.s__Plasmodium_yoelii|UniRef90_Q7R848|UniRef50_Q7R848,unclassified,414,10,0.0.0.0,24.154589371980677
gi|498503065|ref|NZ_KB822571.1|:3665726-3669331|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AGP0|UniRef50_R5M7M4,unclassified,3606,87,0.0.0.0,24.126455906821963
gi|498503065|ref|NZ_KB822571.1|:4668143-4668598|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZUV4|UniRef50_K5ZUV4,unclassified,456,11,0.0.0.0,24.12280701754386
gi|498503065|ref|NZ_KB822571.1|:c5629387-5628308|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YBB8|UniRef50_K9SGS9,unclassified,1080,26,0.0.0.0,24.074074074074073
gi|522837953|ref|NZ_KE159519.1|:1083363-1085357|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZU22|UniRef50_R7P1Q7,unclassified,1995,48,0.0.0.0,24.06015037593985
gi|555546126|ref|NZ_KI530573.1|:682731-683021|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2RLU2|UniRef50_P77828,unclassified,291,7,0.0.0.0,24.054982817869416
gi|498503065|ref|NZ_KB822571.1|:4191804-4192760|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_I9EC60|UniRef50_D6D399,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,957,23,0.0.0.0,24.033437826541277
gi|498503065|ref|NZ_KB822571.1|:6162415-6163371|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z875|UniRef50_N2AWV7,unclassified,957,23,0.0.0.0,24.033437826541277
gi|490134789|ref|NZ_KB822565.1|:61315-61647|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZPL4|UniRef50_N1ZPL4,unclassified,333,8,0.0.0.0,24.024024024024023
gi|522837954|ref|NZ_KE159520.1|:c1234780-1233698|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZUM7|UniRef50_R6WT60,unclassified,1083,26,0.0.0.0,24.007386888273317
gi|450033298|ref|NZ_AHSC01000112.1|:1-125|1309|g__Streptococcus.s__Streptococcus_mutans|UniRef90_M2GA78|UniRef50_M2GA78,unclassified,125,3,0.0.0.0,24.0
gi|410101289|ref|NZ_JH976475.1|:277779-279989|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A0T5|UniRef50_G8JZS4,unclassified,2211,53,0.0.0.0,23.97105382180009
gi|498503065|ref|NZ_KB822571.1|:4941445-4942782|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2AP30|UniRef50_R6WZR6,unclassified,1338,32,0.0.0.0,23.916292974588938
gi|490134789|ref|NZ_KB822565.1|:c872069-871317|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZQH2|UniRef50_D4IZF7,unclassified,753,18,3.4.11.18,23.904382470119522
gi|522837957|ref|NZ_KE159523.1|:223876-225048|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5FED3|UniRef50_R5FED3,unclassified,1173,28,0.0.0.0,23.870417732310315
gi|498503065|ref|NZ_KB822571.1|:3048882-3050978|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,unclassified,2097,50,3.6.4.12,23.843586075345733
gi|522837953|ref|NZ_KE159519.1|:c102134-101421|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2ANN3|UniRef50_R5U9K8,unclassified,714,17,0.0.0.0,23.80952380952381
gi|68010123|ref|XM_665528.1||5821|g__Plasmodium.s__Plasmodium_berghei|UniRef90_Q4YEJ1|UniRef50_S0PPB9,unclassified,252,6,0.0.0.0,23.80952380952381
gi|498503065|ref|NZ_KB822571.1|:5030358-5030945|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZBM4|UniRef50_R5Q0N6,unclassified,588,14,0.0.0.0,23.80952380952381
gi|410101286|ref|NZ_JH976472.1|:122632-123555|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6L9B8|UniRef50_R7JJL0,unclassified,924,22,0.0.0.0,23.809523809523807
gi|498503065|ref|NZ_KB822571.1|:c878289-877744|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A032|UniRef50_G8UIU7,unclassified,546,13,0.0.0.0,23.809523809523807
gi|522837958|ref|NZ_KE159524.1|:156875-158137|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AMA4|UniRef50_R5DBM7,unclassified,1263,30,0.0.0.0,23.752969121140143
gi|498503065|ref|NZ_KB822571.1|:c115977-114757|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZL12|UniRef50_Q71YN8,unclassified,1221,29,3.4.11.4,23.751023751023748
gi|522837954|ref|NZ_KE159520.1|:748835-750271|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YXC8|UniRef50_F0S7M9,unclassified,1437,34,0.0.0.0,23.660403618649966
gi|490134789|ref|NZ_KB822565.1|:c1034391-1033462|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZL99|UniRef50_N1ZFZ6,unclassified,930,22,0.0.0.0,23.655913978494624
gi|490136654|ref|NZ_KB822566.1|:509384-514586|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZJS6|UniRef50_N1ZJS6,unclassified,5203,123,0.0.0.0,23.640207572554296
gi|410101285|ref|NZ_JH976471.1|:c1708512-1707919|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZQ54|UniRef50_R7JNH7,unclassified,594,14,0.0.0.0,23.56902356902357
gi|522837953|ref|NZ_KE159519.1|:154864-155118|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z6W2|UniRef50_K5Z6W2,unclassified,255,6,0.0.0.0,23.52941176470588
gi|410101285|ref|NZ_JH976471.1|:c454275-453511|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LF14|UniRef50_O83296,unclassified,765,18,0.0.0.0,23.52941176470588
gi|498503065|ref|NZ_KB822571.1|:c4556391-4556008|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A1S0|UniRef50_Q89ZF6,unclassified,384,9,0.0.0.0,23.4375
gi|562945799|gb|AYVM01000010.1|:67373-68269|1287085|g__Mesorhizobium.s__Mesorhizobium_loti|UniRef90_X5XDY4|UniRef50_X5XDY4,unclassified,897,21,0.0.0.0,23.411371237458194
gi|498503065|ref|NZ_KB822571.1|:c3905107-3904937|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DBD4|UniRef50_R5DBD4,unclassified,171,4,0.0.0.0,23.391812865497073
gi|410101290|ref|NZ_JH976476.1|:c190247-189606|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Y5T9|UniRef50_K5Y5T9,unclassified,642,15,0.0.0.0,23.36448598130841
gi|498503065|ref|NZ_KB822571.1|:c3060113-3059343|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2AWA3|UniRef50_B9KC16,root;k_Archaea;p_Euryarchaeota;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus sp. AM4,771,18,0.0.0.0,23.346303501945524
gi|498503065|ref|NZ_KB822571.1|:5366386-5367585|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LD11|UniRef50_Q8DNL6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1200,28,0.0.0.0,23.333333333333336
gi|410101287|ref|NZ_JH976473.1|:c425329-423830|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZU12|UniRef50_R5AML8,unclassified,1500,35,0.0.0.0,23.333333333333332
gi|498503065|ref|NZ_KB822571.1|:5027486-5028514|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZYW2|UniRef50_R7EN07,unclassified,1029,24,0.0.0.0,23.323615160349856
gi|522837954|ref|NZ_KE159520.1|:761610-764654|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,unclassified,3045,71,0.0.0.0,23.316912972085387
gi|483984517|ref|NZ_KB892637.1|:288587-291205|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R6PEF4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2619,61,1.1.1.1,23.29133256968308
gi|257454585|ref|NZ_ACYI01000041.1|:c61106-60291|225324|g__Enhydrobacter.s__Enhydrobacter_aerosaccus|UniRef90_C8PXQ3|UniRef50_F0KKV9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Moraxella;s_Moraxella osloensis,816,19,0.0.0.0,23.284313725490197
gi|498503065|ref|NZ_KB822571.1|:1007586-1008617|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6UYJ3|UniRef50_R6JH72,unclassified,1032,24,0.0.0.0,23.25581395348837
gi|522837953|ref|NZ_KE159519.1|:c1561803-1561675|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AWM6|UniRef50_N2AWM6,unclassified,129,3,0.0.0.0,23.25581395348837
gi|522837947|ref|NZ_KE159513.1|:c1932254-1931781|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YPS4|UniRef50_B5D0A0,unclassified,474,11,0.0.0.0,23.206751054852322
gi|498503065|ref|NZ_KB822571.1|:c3862599-3861910|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZU03|UniRef50_D6D8P2,unclassified,690,16,0.0.0.0,23.188405797101453
gi|498503065|ref|NZ_KB822571.1|:c1795915-1795571|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DNW9|UniRef50_F4C541,unclassified,345,8,0.0.0.0,23.188405797101453
gi|498503065|ref|NZ_KB822571.1|:c2894199-2892688|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YUI7|UniRef50_R6FR38,unclassified,1512,35,0.0.0.0,23.14814814814815
gi|498503065|ref|NZ_KB822571.1|:4408912-4410078|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z1V4|UniRef50_I0K6A3,unclassified,1167,27,0.0.0.0,23.13624678663239
gi|522837947|ref|NZ_KE159513.1|:c1037204-1036902|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7EJ72,unclassified,303,7,0.0.0.0,23.102310231023104
gi|498503065|ref|NZ_KB822571.1|:c1745982-1745506|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A7G3|UniRef50_R5RIV6,unclassified,477,11,0.0.0.0,23.060796645702307
gi|498503065|ref|NZ_KB822571.1|:c2820461-2818770|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6XBD7|UniRef50_T2NBI2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1692,39,0.0.0.0,23.04964539007092
gi|485458213|ref|NZ_AFTH01000805.1|:c1300-650|317|g__Pseudomonas.s__Pseudomonas_syringae|UniRef90_UPI00035C6ABF|UniRef50_M9SPK6,unclassified,651,15,0.0.0.0,23.04147465437788
gi|522837947|ref|NZ_KE159513.1|:782829-783479|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6BHI4|UniRef50_G1W8Y2,unclassified,651,15,0.0.0.0,23.04147465437788
gi|70938309|ref|XM_734753.1||5825|g__Plasmodium.s__Plasmodium_chabaudi|UniRef90_Q4X4I2|UniRef50_Q4X4I2,unclassified,956,22,0.0.0.0,23.01255230125523
gi|498503065|ref|NZ_KB822571.1|:767416-768720|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AMA8|UniRef50_R6X333,unclassified,1305,30,0.0.0.0,22.98850574712644
gi|498503065|ref|NZ_KB822571.1|:c2603096-2602488|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A294|UniRef50_K6A294,unclassified,609,14,0.0.0.0,22.98850574712644
gi|498503065|ref|NZ_KB822571.1|:c2833835-2831613|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_B2RIW6,unclassified,2223,51,2.7.7.8,22.941970310391365
gi|522837947|ref|NZ_KE159513.1|:c2386543-2385149|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A1B3|UniRef50_D1PDT6,unclassified,1395,32,0.0.0.0,22.939068100358423
gi|490134789|ref|NZ_KB822565.1|:c1016115-1014808|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZFX8|UniRef50_R5AGK9,unclassified,1308,30,0.0.0.0,22.93577981651376
gi|498503065|ref|NZ_KB822571.1|:6004774-6005994|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A5C7|UniRef50_R6WUD9,unclassified,1221,28,0.0.0.0,22.93202293202293
