GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|359796355|ref|NZ_AGUF01000026.1|:22619-23782|1147684|g__Achromobacter.s__Achromobacter_arsenitoxydans|UniRef90_R4XPD9|UniRef50_Q5P917,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methylobacteriaceae;g_Methylobacterium,1164,1,0.0.0.0,0.859106529209622
gi|483985043|ref|NZ_KB892693.1|:57777-60086|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036B3253|UniRef50_R5F4B4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2310,15,0.0.0.0,6.4935064935064934
gi|483984529|ref|NZ_KB892638.1|:c253077-250882|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000377E0A7|UniRef50_C0D0Y7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2196,16,0.0.0.0,7.285974499089253
gi|483985136|ref|NZ_KB892703.1|:c163477-161270|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R5TBG6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2208,1,5.99.1.2,0.45289855072463764
gi|483984714|ref|NZ_KB892660.1|:c161960-159732|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2229,4,3.1.13.1,1.794526693584567
gi|483984581|ref|NZ_KB892645.1|:125851-128085|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037AC878|UniRef50_D4LFZ2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2235,18,0.0.0.0,8.053691275167786
gi|483984714|ref|NZ_KB892660.1|:c255343-252941|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003790ABB|UniRef50_UPI0003790ABB,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2403,6,0.0.0.0,2.4968789013732833
gi|483984615|ref|NZ_KB892649.1|:110000-112414|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2415,6,0.0.0.0,2.484472049689441
gi|483984529|ref|NZ_KB892638.1|:c280276-277904|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2373,5,0.0.0.0,2.1070375052675936
gi|483985125|ref|NZ_KB892702.1|:135491-137863|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R7D6G9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2373,6,0.0.0.0,2.528445006321112
gi|483984576|ref|NZ_KB892644.1|:c55505-53160|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003734171|UniRef50_UPI0003734171,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2346,106,0.0.0.0,45.18329070758738
gi|483984625|ref|NZ_KB892650.1|:c54969-52918|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00035EAA37|UniRef50_R6R2Y2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2052,7,0.0.0.0,3.4113060428849904
gi|483984517|ref|NZ_KB892637.1|:c474777-472741|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2037,1,0.0.0.0,0.4909180166912126
gi|483985125|ref|NZ_KB892702.1|:81060-83117|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037E2241|UniRef50_D6DK02,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2058,2,3.6.4.12,0.9718172983479106
gi|483985043|ref|NZ_KB892693.1|:126086-128149|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00035E2DEE|UniRef50_R6U053,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2064,1,0.0.0.0,0.4844961240310077
gi|483984714|ref|NZ_KB892660.1|:199092-201089|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000378E408|UniRef50_K8EYL6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1998,1,3.6.1.1,0.5005005005005005
gi|483984668|ref|NZ_KB892655.1|:35060-37057|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000372783C|UniRef50_R9P548,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1998,5,0.0.0.0,2.5025025025025025
gi|483984562|ref|NZ_KB892642.1|:c25296-23269|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R6GH59,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2028,5,3.2.1.23,2.465483234714004
gi|483984770|ref|NZ_KB892667.1|:c17643-15505|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00035C9710|UniRef50_R5QVQ5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2139,6,0.0.0.0,2.8050490883590466
gi|483984562|ref|NZ_KB892642.1|:c63032-60897|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_D4LJ54,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2136,2,0.0.0.0,0.9363295880149812
gi|483984517|ref|NZ_KB892637.1|:c50362-48227|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2136,1,0.0.0.0,0.4681647940074906
gi|483985043|ref|NZ_KB892693.1|:185992-188160|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037E8AEA|UniRef50_R7EBB3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2169,2,0.0.0.0,0.9220839096357768
gi|483984541|ref|NZ_KB892639.1|:c166376-164286|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_D4KXM9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2091,16,0.0.0.0,7.6518412242945955
gi|483984922|ref|NZ_KB892682.1|:202740-204866|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_H6LD23,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2127,57,0.0.0.0,26.79830747531735
gi|483984678|ref|NZ_KB892656.1|:c49129-47015|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036EDF82|UniRef50_UPI00036EDF82,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2115,1,0.0.0.0,0.47281323877068554
gi|483984517|ref|NZ_KB892637.1|:c343933-340547|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00035E8B51|UniRef50_R5F1G3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3387,1,3.6.4.12,0.29524653085326247
gi|483985043|ref|NZ_KB892693.1|:150708-154139|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003742DCD|UniRef50_R6R232,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3432,1,3.6.4.12,0.2913752913752914
gi|483984545|ref|NZ_KB892640.1|:c92864-89517|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R7E7Z9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3348,2,0.0.0.0,0.5973715651135006
gi|483984545|ref|NZ_KB892640.1|:c183943-180401|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R6SKR5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3543,1,0.0.0.0,0.28224668360146765
gi|483985136|ref|NZ_KB892703.1|:c125871-122341|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3531,12,0.0.0.0,3.398470688190314
gi|483984615|ref|NZ_KB892649.1|:258656-262225|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3570,3,3.6.4.12,0.8403361344537815
gi|483984803|ref|NZ_KB892671.1|:c185423-181941|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R6XA73,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3483,3,2.7.7.7,0.8613264427217915
gi|483984615|ref|NZ_KB892649.1|:106480-109941|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037C42E7|UniRef50_UPI00037C42E7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3462,23,0.0.0.0,6.643558636626227
gi|483984545|ref|NZ_KB892640.1|:c102963-99718|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037F5A46|UniRef50_UPI00037F5A46,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3246,2,3.6.4.12,0.6161429451632778
gi|483984589|ref|NZ_KB892646.1|:c63637-60533|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R7JSV5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3105,3,0.0.0.0,0.966183574879227
gi|483984615|ref|NZ_KB892649.1|:46516-49632|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_Q899C3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3117,32,6.1.1.5,10.266281681103626
gi|483984581|ref|NZ_KB892645.1|:84293-87286|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2994,1,0.0.0.0,0.334001336005344
gi|483984615|ref|NZ_KB892649.1|:220637-223723|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3087,14,3.2.1.23,4.535147392290249
gi|483984605|ref|NZ_KB892648.1|:102475-105702|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037028AC|UniRef50_UPI00037028AC,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3228,3,0.0.0.0,0.929368029739777
gi|483984517|ref|NZ_KB892637.1|:c210682-207452|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000373FFC5|UniRef50_F7KEP0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3231,3,0.0.0.0,0.9285051067780873
gi|483985136|ref|NZ_KB892703.1|:c252172-248975|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_G4Q6V2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3198,1,6.3.5.5,0.31269543464665417
gi|483984714|ref|NZ_KB892660.1|:c109767-106636|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3132,4,2.4.1.18,1.277139208173691
gi|483985043|ref|NZ_KB892693.1|:257123-260266|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003780C65|UniRef50_B0K7M7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3144,1,0.0.0.0,0.31806615776081426
gi|483984714|ref|NZ_KB892660.1|:c55721-50292|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003697B1E|UniRef50_UPI0003697B1E,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,5430,5,0.0.0.0,0.9208103130755065
gi|483984517|ref|NZ_KB892637.1|:c327391-320855|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000376C9F1|UniRef50_UPI000376C9F1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,6537,2,0.0.0.0,0.30595074193054916
gi|483984803|ref|NZ_KB892671.1|:c14096-10254|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_C0FTB6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3843,3,2.7.7.6,0.78064012490242
gi|483984714|ref|NZ_KB892660.1|:c31281-27346|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003769DCB|UniRef50_UPI0003769DCB,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3936,8,2.7.13.3,2.032520325203252
gi|483985125|ref|NZ_KB892702.1|:83135-86932|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036C7EC1|UniRef50_UPI00036C7EC1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3798,2,0.0.0.0,0.526592943654555
gi|483984803|ref|NZ_KB892671.1|:c10238-6522|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3717,2,2.7.7.6,0.5380683346785041
gi|483984529|ref|NZ_KB892638.1|:c146613-142846|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3768,13,6.3.5.3,3.450106157112527
gi|483984568|ref|NZ_KB892643.1|:24311-28810|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037B3D8C|UniRef50_UPI00037B3D8C,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,4500,2,0.0.0.0,0.4444444444444444
gi|483984517|ref|NZ_KB892637.1|:c275405-272835|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R7GUH5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2571,21,0.0.0.0,8.168028004667445
gi|483985043|ref|NZ_KB892693.1|:64273-66729|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00035D18D4|UniRef50_UPI00035D18D4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2457,3,0.0.0.0,1.221001221001221
gi|483984922|ref|NZ_KB892682.1|:246198-248639|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003762641|UniRef50_R5I707,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2442,5,2.1.1.107,2.0475020475020473
gi|483985043|ref|NZ_KB892693.1|:87203-89719|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R5BW02,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2517,4,0.0.0.0,1.5891934843067144
gi|483984727|ref|NZ_KB892662.1|:33825-36287|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R5U3B4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2463,5,0.0.0.0,2.0300446609825418
gi|483985143|ref|NZ_KB892704.1|:c56593-53840|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037CD039|UniRef50_UPI00037CD039,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2754,12,0.0.0.0,4.357298474945534
gi|483984517|ref|NZ_KB892637.1|:c63953-61089|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_C9L537,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2865,7,0.0.0.0,2.4432809773123907
gi|483985136|ref|NZ_KB892703.1|:c119063-116145|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2919,2,0.0.0.0,0.6851661527920521
gi|483984615|ref|NZ_KB892649.1|:57218-60130|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000369F4D3|UniRef50_UPI000369F4D3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2913,9,0.0.0.0,3.0895983522142125
gi|483985143|ref|NZ_KB892704.1|:c28356-25507|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003776786|UniRef50_R5NQ61,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2850,3,0.0.0.0,1.0526315789473684
gi|483984714|ref|NZ_KB892660.1|:c62756-60060|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_F7V5T5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2697,6,0.0.0.0,2.2246941045606228
gi|483984615|ref|NZ_KB892649.1|:252968-255595|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036D13C8|UniRef50_UPI00036D13C8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2628,4,0.0.0.0,1.5220700152207
gi|483985136|ref|NZ_KB892703.1|:c90072-87448|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_P22983,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2625,4,2.7.9.1,1.5238095238095237
gi|483984922|ref|NZ_KB892682.1|:258631-261270|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_W3AT12,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2640,3,6.1.1.7,1.1363636363636362
gi|483984517|ref|NZ_KB892637.1|:288587-291205|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R6PEF4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2619,61,1.1.1.1,23.29133256968308
gi|483984529|ref|NZ_KB892638.1|:c374077-371390|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R5C4X7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2688,12,0.0.0.0,4.464285714285714
gi|483984581|ref|NZ_KB892645.1|:87518-89191|33035|g__Blautia.s__Blautia_producta|UniRef90_R6R0T2|UniRef50_A4SZM1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1674,3,6.1.1.18,1.7921146953405018
gi|483984660|ref|NZ_KB892654.1|:11064-12740|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036B85D8|UniRef50_R6V8T6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1677,1,0.0.0.0,0.5963029218843172
gi|483984668|ref|NZ_KB892655.1|:8892-10559|33035|g__Blautia.s__Blautia_producta|UniRef90_R6NAS0|UniRef50_R6BDT2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1668,5,0.0.0.0,2.997601918465228
gi|483984529|ref|NZ_KB892638.1|:c63488-61818|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037F6A91|UniRef50_Q5KYP6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1671,2,2.7.1.16,1.196888090963495
gi|483984517|ref|NZ_KB892637.1|:c155950-154265|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R6GEC0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1686,107,6.3.4.3,63.4638196915777
gi|483984738|ref|NZ_KB892663.1|:c9300-7645|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036771DC|UniRef50_Q8UD63,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1656,2,2.3.3.13,1.2077294685990339
gi|483984795|ref|NZ_KB892670.1|:3044-4687|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003740D2C|UniRef50_UPI0003740D2C,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1644,3,0.0.0.0,1.8248175182481754
gi|483984562|ref|NZ_KB892642.1|:c80257-78596|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036AB3A6|UniRef50_R5QCH5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1662,6,0.0.0.0,3.6101083032490977
gi|483984803|ref|NZ_KB892671.1|:c263266-261608|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003620394|UniRef50_A0JTE0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1659,2,0.0.0.0,1.2055455093429777
gi|483984529|ref|NZ_KB892638.1|:c255779-254061|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003662A84|UniRef50_R6RZ47,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1719,2,0.0.0.0,1.1634671320535195
gi|483984529|ref|NZ_KB892638.1|:223544-225262|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0004771131|UniRef50_R6FZM2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1719,7,2.2.1.6,4.072134962187318
gi|483984529|ref|NZ_KB892638.1|:c241824-240088|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000364CE64|UniRef50_E0S0H5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1737,5,5.4.2.2,2.8785261945883707
gi|483984598|ref|NZ_KB892647.1|:c106093-104366|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000475644E|UniRef50_F2N8V1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1728,1,0.0.0.0,0.5787037037037037
gi|483984714|ref|NZ_KB892660.1|:116185-117873|33035|g__Blautia.s__Blautia_producta|UniRef90_R6RC06|UniRef50_R6LR95,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1689,2,0.0.0.0,1.1841326228537596
gi|483984738|ref|NZ_KB892663.1|:c3966-2275|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037E402D|UniRef50_R5BYI1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1692,4,0.0.0.0,2.3640661938534278
gi|483984562|ref|NZ_KB892642.1|:c78511-76814|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003822A45|UniRef50_R5WCS5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1698,3,0.0.0.0,1.76678445229682
gi|483984922|ref|NZ_KB892682.1|:c219987-218395|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000399DA38|UniRef50_A9KKN4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1593,1,0.0.0.0,0.6277463904582549
gi|483984517|ref|NZ_KB892637.1|:c226171-224585|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037C8119|UniRef50_F7KEP1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1587,8,0.0.0.0,5.040957781978576
