GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|262409781|ref|NZ_GG705192.1|:689-976|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A5ZLI2|UniRef50_A5ZLI2,unclassified,288,19034,0.0.0.0,66090.27777777778
gi|70937133|ref|XM_734322.1||5825|g__Plasmodium.s__Plasmodium_chabaudi|UniRef90_Q4XDC5|UniRef50_Q4XDC5,unclassified,387,4,0.0.0.0,10.335917312661499
gi|522837953|ref|NZ_KE159519.1|:c1536027-1535641|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R7JHA5|UniRef50_A6LHM6,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus;s_Lactobacillus ginsenosidimutans,387,4,0.0.0.0,10.335917312661499
gi|498503065|ref|NZ_KB822571.1|:c6341777-6340617|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6X3A3|UniRef50_A4SFR5,unclassified,1161,12,0.0.0.0,10.335917312661499
gi|498503065|ref|NZ_KB822571.1|:c3928210-3925211|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R6IJ53,unclassified,3000,31,0.0.0.0,10.333333333333334
gi|498503065|ref|NZ_KB822571.1|:4410108-4413206|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_E6SR52,unclassified,3099,32,3.2.1.23,10.325911584382059
gi|522837947|ref|NZ_KE159513.1|:2165341-2165631|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AL51|UniRef50_R6Y465,unclassified,291,3,0.0.0.0,10.309278350515465
gi|409167254|ref|NZ_AJKI01000039.1|:1-194|989|g__Marinilabilia.s__Marinilabilia_salmonicolor|UniRef90_UPI00029B0A81|UniRef50_UPI00029B0A81,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_;g_;s_Bacteroidales bacterium CF,194,2,0.0.0.0,10.309278350515463
gi|409167254|ref|NZ_AJKI01000039.1|:1-194|989|g__Marinilabilia.s__Marinilabilia_salmonicolor|UniRef90_UPI00029B0A81|UniRef50_UPI00029B0A81,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae,194,2,0.0.0.0,10.309278350515463
gi|522837954|ref|NZ_KE159520.1|:c1180740-1179187|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YYQ2|UniRef50_Q08408,unclassified,1554,16,2.7.13.3,10.296010296010296
gi|498503065|ref|NZ_KB822571.1|:1721582-1723135|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YYQ2|UniRef50_Q08408,unclassified,1554,16,2.7.13.3,10.296010296010296
gi|490134789|ref|NZ_KB822565.1|:c586711-585059|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZNE9|UniRef50_N1ZNE9,unclassified,1653,17,0.0.0.0,10.284331518451301
gi|498503065|ref|NZ_KB822571.1|:4408912-4410078|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z1V4|UniRef50_I0K6A3,unclassified,1167,12,0.0.0.0,10.282776349614396
gi|82794613|ref|XM_723416.1||5861|g__Plasmodium.s__Plasmodium_yoelii|UniRef90_Q7R7K6|UniRef50_C6EQK4,unclassified,876,9,0.0.0.0,10.273972602739725
gi|490134789|ref|NZ_KB822565.1|:c973007-971742|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZL30|UniRef50_N1ZL30,unclassified,1266,13,0.0.0.0,10.268562401263823
gi|490137351|ref|NZ_KB822567.1|:c264212-264018|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZCP4|UniRef50_N1ZCP4,unclassified,195,2,0.0.0.0,10.256410256410255
gi|357048606|ref|NZ_JH376585.1|:c475-86|454154|g__Paraprevotella.s__Paraprevotella_clara|UniRef90_G5SMU9|UniRef50_A5ZLI4,root,390,4,0.0.0.0,10.256410256410255
gi|522837947|ref|NZ_KE159513.1|:2069256-2069645|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6ALC3|UniRef50_F0SVA6,unclassified,390,4,0.0.0.0,10.256410256410255
gi|211596837|ref|NZ_DS264291.1|:c2270-2076|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYU0|UniRef50_B3D9T0,root;k_Bacteria,195,2,0.0.0.0,10.256410256410255
gi|68061642|ref|XM_667729.1||5821|g__Plasmodium.s__Plasmodium_berghei|UniRef90_Q4YH92|UniRef50_Q4YH92,unclassified,390,4,0.0.0.0,10.256410256410255
gi|447915004|ref|NC_020209.1|:2433954-2434148|200451|g__Pseudomonas.s__Pseudomonas_poae|UniRef90_M4K0X9|UniRef50_M4K0X9,unclassified,195,2,0.0.0.0,10.256410256410255
gi|498503065|ref|NZ_KB822571.1|:c5609661-5608195|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DFT6|UniRef50_P0A324,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides ovatus,1467,15,1.11.1.6,10.224948875255624
gi|522837956|ref|NZ_KE159522.1|:160830-161318|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZMI9|UniRef50_R7EKK1,unclassified,489,5,0.0.0.0,10.224948875255624
gi|410101286|ref|NZ_JH976472.1|:728831-731080|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7IN27,unclassified,2250,23,0.0.0.0,10.222222222222221
gi|490136654|ref|NZ_KB822566.1|:516740-517033|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZM51|UniRef50_D7N619,unclassified,294,3,0.0.0.0,10.204081632653061
gi|522837960|ref|NZ_KE159526.1|:46989-47282|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEI9|UniRef50_R7JL92,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,294,3,0.0.0.0,10.204081632653061
gi|498503065|ref|NZ_KB822571.1|:c4525093-4524800|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Y8L9|UniRef50_A6LCC8,unclassified,294,3,0.0.0.0,10.204081632653061
gi|224021136|ref|NZ_DS499723.1|:645-1037|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGK2|UniRef50_B0MGK2,root;k_Bacteria,393,4,0.0.0.0,10.178117048346056
gi|490136654|ref|NZ_KB822566.1|:670455-673205|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLV3|UniRef50_N1ZLV3,unclassified,2751,28,0.0.0.0,10.178117048346056
gi|483984615|ref|NZ_KB892649.1|:c127775-127383|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_UPI0003A8E600,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,393,4,0.0.0.0,10.178117048346056
gi|498503065|ref|NZ_KB822571.1|:c114743-113658|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6L8T3|UniRef50_A6L8T3,unclassified,1086,11,2.1.2.10,10.12891344383057
gi|522837947|ref|NZ_KE159513.1|:c2215600-2214515|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6L8T3|UniRef50_A6L8T3,unclassified,1086,11,2.1.2.10,10.12891344383057
gi|498503065|ref|NZ_KB822571.1|:5365078-5366265|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZBW2|UniRef50_K5ZBW2,unclassified,1188,12,0.0.0.0,10.101010101010102
gi|490136654|ref|NZ_KB822566.1|:303599-303895|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZAJ3|UniRef50_Q74IL5,unclassified,297,3,0.0.0.0,10.101010101010102
gi|423721761|ref|NZ_JH976524.1|:c198-1|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_K6B5C7|UniRef50_K6B5C7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Paludibacteraceae;g_Paludibacter;s_Paludibacter propionicigenes,198,2,0.0.0.0,10.1010101010101
gi|498503065|ref|NZ_KB822571.1|:c1272840-1272643|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_A6LEI3,unclassified,198,2,0.0.0.0,10.1010101010101
gi|522837960|ref|NZ_KE159526.1|:50073-50270|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A6LEI3,unclassified,198,2,0.0.0.0,10.1010101010101
gi|223667575|ref|NZ_DS264395.1|:c2350-2153|88431|g__Dorea.s__Dorea_longicatena|UniRef90_A6BKY7|UniRef50_I7I6G0,unclassified,198,2,0.0.0.0,10.1010101010101
gi|490136654|ref|NZ_KB822566.1|:647544-648038|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZIC7|UniRef50_R5AEA8,unclassified,495,5,0.0.0.0,10.1010101010101
gi|410101287|ref|NZ_JH976473.1|:c764228-763239|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LHM8|UniRef50_Q8A0Z3,unclassified,990,10,0.0.0.0,10.1010101010101
gi|498503065|ref|NZ_KB822571.1|:c1775286-1773400|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6ATV0|UniRef50_A6L0Y0,unclassified,1887,19,0.0.0.0,10.0688924218336
gi|498503065|ref|NZ_KB822571.1|:c550904-550110|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZD19|UniRef50_R6T1E4,unclassified,795,8,0.0.0.0,10.062893081761006
gi|498503065|ref|NZ_KB822571.1|:4518488-4520179|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZDW5|UniRef50_K5ZDW5,unclassified,1692,17,0.0.0.0,10.047281323877069
gi|498503065|ref|NZ_KB822571.1|:5856240-5857037|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z605|UniRef50_R5DLB7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,798,8,0.0.0.0,10.025062656641603
gi|498503065|ref|NZ_KB822571.1|:c3850128-3849730|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AGD9|UniRef50_K6AGD9,unclassified,399,4,0.0.0.0,10.025062656641603
gi|522837954|ref|NZ_KE159520.1|:222500-222799|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YU42|UniRef50_K5YU42,unclassified,300,3,0.0.0.0,10.0
gi|522837953|ref|NZ_KE159519.1|:c202042-201443|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DML6|UniRef50_R5USW4,unclassified,600,6,0.0.0.0,10.0
gi|522837947|ref|NZ_KE159513.1|:459306-460505|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LD11|UniRef50_Q8DNL6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1200,12,0.0.0.0,10.0
gi|156086309|ref|XM_001610514.1||5865|g__Babesia.s__Babesia_bovis|UniRef90_A7AR27|UniRef50_M2QXC0,unclassified,300,3,0.0.0.0,10.0
gi|490136654|ref|NZ_KB822566.1|:132030-133130|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMZ3|UniRef50_C6CXV0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium beijerinckii,1101,11,0.0.0.0,9.990917347865578
gi|522837954|ref|NZ_KE159520.1|:c121786-120683|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A2Q0|UniRef50_R6WT86,unclassified,1104,11,0.0.0.0,9.963768115942027
gi|490134789|ref|NZ_KB822565.1|:c608769-608569|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZNH2|UniRef50_R6ICL0,unclassified,201,2,0.0.0.0,9.950248756218905
gi|490136654|ref|NZ_KB822566.1|:c619139-618939|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMF2|UniRef50_A9KPH7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,201,2,0.0.0.0,9.950248756218905
gi|224514844|ref|NZ_DS483503.1|:c88817-88014|853|g__Faecalibacterium.s__Faecalibacterium_prausnitzii|UniRef90_A8S6F2|UniRef50_A8S7Q9,unclassified,804,8,0.0.0.0,9.950248756218905
gi|498503065|ref|NZ_KB822571.1|:2016187-2016387|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A6N3|UniRef50_K6A6N3,unclassified,201,2,0.0.0.0,9.950248756218905
gi|223958636|ref|NZ_DS999513.1|:2075-2275|469598|g__Escherichia.s__Escherichia_sp_3_2_53FAA|UniRef90_C1HUN6|UniRef50_C1HUN6,root;k_Bacteria,201,2,0.0.0.0,9.950248756218905
gi|490136654|ref|NZ_KB822566.1|:519216-520022|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z9C2|UniRef50_I3XWR2,unclassified,807,8,2.7.1.49,9.913258983890954
gi|223667802|ref|NZ_DS480313.1|:915-1217|411489|g__Clostridium.s__Clostridium_sp_L2_50|UniRef90_A7VD49|UniRef50_Q57L44,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,303,3,0.0.0.0,9.900990099009901
gi|498503065|ref|NZ_KB822571.1|:c1356723-1356016|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z0T9|UniRef50_Q8A2U2,unclassified,708,7,5.4.99.25,9.887005649717514
gi|498503065|ref|NZ_KB822571.1|:c4876628-4875516|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Y4A2|UniRef50_R6JKL7,unclassified,1113,11,0.0.0.0,9.883198562443846
gi|498503065|ref|NZ_KB822571.1|:3839776-3841395|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZTH3|UniRef50_K5ZTH3,unclassified,1620,16,0.0.0.0,9.876543209876543
gi|498503065|ref|NZ_KB822571.1|:c1296271-1294649|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z292|UniRef50_R5Z191,unclassified,1623,16,0.0.0.0,9.858287122612445
gi|483984922|ref|NZ_KB892682.1|:208258-210186|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R5HT94,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1929,19,0.0.0.0,9.849663037843442
gi|483984697|ref|NZ_KB892658.1|:20279-21802|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037E888F|UniRef50_I4CEF4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1524,15,0.0.0.0,9.84251968503937
gi|522837953|ref|NZ_KE159519.1|:c1293555-1292743|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LHV2|UniRef50_Q7MB61,unclassified,813,8,3.5.99.6,9.84009840098401
gi|498503065|ref|NZ_KB822571.1|:6004774-6005994|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A5C7|UniRef50_R6WUD9,unclassified,1221,12,0.0.0.0,9.828009828009828
gi|522837960|ref|NZ_KE159526.1|:45404-45709|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q8A475|UniRef50_C4L7S9,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Robiginitalea;s_Robiginitalea biformata,306,3,0.0.0.0,9.803921568627452
gi|223955978|ref|NZ_DS990284.1|:476-781|457421|g__Clostridiales_noname.s__Clostridiales_bacterium_1_7_47FAA|UniRef90_C5EWX5|UniRef50_C5EWX5,unclassified,306,3,0.0.0.0,9.803921568627452
gi|262380949|ref|NZ_GG705149.1|:c3993-3688|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_unknown|UniRef50_A6L8Y4,unclassified,306,3,0.0.0.0,9.803921568627452
gi|498503065|ref|NZ_KB822571.1|:6172237-6172746|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZKI4|UniRef50_R5M832,unclassified,510,5,0.0.0.0,9.803921568627452
gi|490134789|ref|NZ_KB822565.1|:c867899-867594|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZFJ1|UniRef50_N1ZFJ1,unclassified,306,3,2.7.7.6,9.803921568627452
gi|498503065|ref|NZ_KB822571.1|:c2674821-2674312|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A1X2|UniRef50_R5M832,unclassified,510,5,0.0.0.0,9.803921568627452
gi|490152588|ref|NZ_KB822409.1|:c24433-23003|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_N1ZPR3|UniRef50_P94364,unclassified,1431,14,0.0.0.0,9.783368273934311
gi|522837947|ref|NZ_KE159513.1|:c1749178-1747742|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YRH3|UniRef50_P25553,unclassified,1437,14,0.0.0.0,9.742519137091161
gi|522837947|ref|NZ_KE159513.1|:1326964-1328196|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZK33|UniRef50_A6LB33,unclassified,1233,12,0.0.0.0,9.7323600973236
gi|482850008|ref|NZ_AKBZ01000007.1|:c103-1|338188|g__Bacteroides.s__Bacteroides_finegoldii|UniRef90_A5ZLI2|UniRef50_A5ZLI2,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,103,1,0.0.0.0,9.708737864077671
gi|498503065|ref|NZ_KB822571.1|:3092884-3094119|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YHJ5|UniRef50_R5DIC6,unclassified,1236,12,0.0.0.0,9.70873786407767
gi|498503065|ref|NZ_KB822571.1|:c6376723-6376415|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z5T9|UniRef50_R7J0Y7,unclassified,309,3,0.0.0.0,9.70873786407767
gi|490134789|ref|NZ_KB822565.1|:c491381-487776|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDV0|UniRef50_N1ZDV0,unclassified,3606,35,0.0.0.0,9.706045479755963
gi|498503065|ref|NZ_KB822571.1|:c1144817-1143477|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AI16|UniRef50_R5U4B9,unclassified,1341,13,0.0.0.0,9.694258016405668
gi|197920155|ref|NZ_AARX02000019.1|:c1267-1061|1639|g__Listeria.s__Listeria_monocytogenes|UniRef90_D4PZQ0|UniRef50_C7T763,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus thuringiensis,207,2,0.0.0.0,9.66183574879227
gi|498503065|ref|NZ_KB822571.1|:1501236-1502684|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z066|UniRef50_Q64UF7,unclassified,1449,14,0.0.0.0,9.66183574879227
gi|498503065|ref|NZ_KB822571.1|:4150057-4150884|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZHH6|UniRef50_R6WM72,unclassified,828,8,0.0.0.0,9.66183574879227
gi|498503065|ref|NZ_KB822571.1|:c94313-94107|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YQW0|UniRef50_R6WZE5,unclassified,207,2,0.0.0.0,9.66183574879227
gi|498503065|ref|NZ_KB822571.1|:5796087-5796293|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YCB1|UniRef50_R7DJJ5,unclassified,207,2,0.0.0.0,9.66183574879227
gi|410101286|ref|NZ_JH976472.1|:c366909-365977|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZL69|UniRef50_A6LCQ6,unclassified,933,9,0.0.0.0,9.646302250803858
gi|498503065|ref|NZ_KB822571.1|:6071330-6072262|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6X2P9|UniRef50_E4T494,unclassified,933,9,0.0.0.0,9.646302250803858
gi|498503065|ref|NZ_KB822571.1|:c4806834-4806316|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YVG6|UniRef50_K5YVG6,unclassified,519,5,0.0.0.0,9.633911368015413
gi|410101287|ref|NZ_JH976473.1|:c132780-132262|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YMQ5|UniRef50_R6WTS2,unclassified,519,5,0.0.0.0,9.633911368015413
gi|410101291|ref|NZ_JH976477.1|:c179904-178867|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZUN8|UniRef50_A6L8G1,unclassified,1038,10,0.0.0.0,9.633911368015413
gi|498503065|ref|NZ_KB822571.1|:c1269450-1268932|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEH4|UniRef50_B8H4F1,unclassified,519,5,0.0.0.0,9.633911368015413
gi|410101288|ref|NZ_JH976474.1|:c588234-586885|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZHQ6|UniRef50_E1WWH6,unclassified,1350,13,0.0.0.0,9.62962962962963
gi|522837954|ref|NZ_KE159520.1|:806312-808492|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A6LH84,unclassified,2181,21,3.1.13.1,9.628610729023384
gi|498503065|ref|NZ_KB822571.1|:5360836-5361978|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZCG2|UniRef50_N2B1A8,unclassified,1143,11,0.0.0.0,9.623797025371829
gi|490137911|ref|NZ_KB822568.1|:c104598-104287|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZFF6|UniRef50_Q894N6,unclassified,312,3,0.0.0.0,9.615384615384615
gi|490134789|ref|NZ_KB822565.1|:c756813-756502|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZGT4|UniRef50_N1ZGT4,unclassified,312,3,0.0.0.0,9.615384615384615
gi|522837953|ref|NZ_KE159519.1|:c1260967-1260344|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZUB5|UniRef50_R6AC71,unclassified,624,6,0.0.0.0,9.615384615384615
gi|490138457|ref|NZ_KB822569.1|:c67252-63716|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_unknown|UniRef50_D5EF69,unclassified,3537,34,0.0.0.0,9.61266610121572
gi|483984568|ref|NZ_KB892643.1|:c77579-76851|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003628735|UniRef50_R6V5H2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,729,7,0.0.0.0,9.602194787379974
gi|498503065|ref|NZ_KB822571.1|:c4939241-4938198|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LBZ5|UniRef50_B2VHD6,root;k_Bacteria;p_Cyanobacteria;c_;o_Synechococcales;f_Acaryochloridaceae;g_Acaryochloris;s_Acaryochloris marina,1044,10,0.0.0.0,9.578544061302681
gi|498503065|ref|NZ_KB822571.1|:4595075-4596226|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_O83668,unclassified,1152,11,4.1.2.13,9.548611111111112
gi|82914713|ref|XM_723723.1||5861|g__Plasmodium.s__Plasmodium_yoelii|UniRef90_Q7R6V2|UniRef50_Q7R6V2,unclassified,2411,23,0.0.0.0,9.53961012028204
gi|522837956|ref|NZ_KE159522.1|:c286905-286696|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZP09|UniRef50_R5PI12,unclassified,210,2,0.0.0.0,9.523809523809524
gi|490134789|ref|NZ_KB822565.1|:c878688-878479|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZQI7|UniRef50_A9KJI6,unclassified,210,2,0.0.0.0,9.523809523809524
gi|522837953|ref|NZ_KE159519.1|:1541480-1541794|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZQR3|UniRef50_A5FK98,unclassified,315,3,0.0.0.0,9.523809523809524
gi|392391692|ref|NC_018017.1|:2118052-2118156|36854|g__Desulfitobacterium.s__Desulfitobacterium_dehalogenans|UniRef90_I4A933|UniRef50_I4A933,unclassified,105,1,0.0.0.0,9.523809523809524
gi|392391692|ref|NC_018017.1|:2118052-2118156|36854|g__Desulfitobacterium.s__Desulfitobacterium_dehalogenans|UniRef90_I4A933|UniRef50_I4A933,root;k_Bacteria,105,1,0.0.0.0,9.523809523809524
gi|420023692|ref|NZ_AKAC01000179.1|:1-105|573|g__Klebsiella.s__Klebsiella_pneumoniae|UniRef90_J2PEC3|UniRef50_J2PEC3,unclassified,105,1,0.0.0.0,9.523809523809524
gi|224104202|ref|NZ_DS499552.1|:c3948-3739|261299|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii|UniRef90_B0A7F1|UniRef50_A7BNW4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Clostridioides;s_Clostridioides difficile,210,2,0.0.0.0,9.523809523809524
gi|498503065|ref|NZ_KB822571.1|:c1355901-1354852|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEL6|UniRef50_A6KZK0,unclassified,1050,10,2.4.99.17,9.523809523809524
gi|522837953|ref|NZ_KE159519.1|:c1245279-1244860|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B669|UniRef50_K5ZUA4,unclassified,420,4,0.0.0.0,9.523809523809524
gi|498503065|ref|NZ_KB822571.1|:4856972-4857604|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YXT6|UniRef50_F8WW96,unclassified,633,6,0.0.0.0,9.47867298578199
gi|522837958|ref|NZ_KE159524.1|:c13967-13335|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZMH3|UniRef50_R5DMY2,unclassified,633,6,0.0.0.0,9.47867298578199
gi|498503065|ref|NZ_KB822571.1|:4475530-4476057|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Y8I3|UniRef50_E4T579,unclassified,528,5,0.0.0.0,9.469696969696969
gi|498503065|ref|NZ_KB822571.1|:3381769-3382614|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LHM7|UniRef50_A0LXM8,unclassified,846,8,0.0.0.0,9.456264775413711
gi|555546126|ref|NZ_KI530573.1|:250985-251407|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QDZ3|UniRef50_V2QDZ3,unclassified,423,4,0.0.0.0,9.456264775413711
