GeneID,Taxonomy,Length,Reads,EC#
gi|422320815|ref|NZ_GL636045.1|:c59016-58090|85698|g__Achromobacter.s__Achromobacter_xylosoxidans|UniRef90_E3HPD5|UniRef50_A7K0S1,root;k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Desulfovibrio;s_Desulfovibrio vulgaris,927,1,0.0.0.0
gi|224514740|ref|NZ_DS480694.1|:c452636-452373|208479|g__Clostridium.s__Clostridium_bolteae|UniRef90_A8RZB5|UniRef50_M1Y8K3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium,264,1,0.0.0.0
gi|226947222|ref|NC_012563.1|:c46381-45926|1491|g__Clostridium.s__Clostridium_botulinum|UniRef90_C1FNC0|UniRef50_C1FNC0,root,456,3,0.0.0.0
gi|226947222|ref|NC_012563.1|:c46381-45926|1491|g__Clostridium.s__Clostridium_botulinum|UniRef90_C1FNC0|UniRef50_C1FNC0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,456,1,0.0.0.0
gi|153883178|ref|NZ_ABDQ01000010.1|:c97412-97131|1491|g__Clostridium.s__Clostridium_botulinum|UniRef90_B1BC32|UniRef50_B1BC32,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,282,184,0.0.0.0
gi|153883178|ref|NZ_ABDQ01000010.1|:c97412-97131|1491|g__Clostridium.s__Clostridium_botulinum|UniRef90_B1BC32|UniRef50_B1BC32,root;k_Bacteria,282,3,0.0.0.0
gi|153883178|ref|NZ_ABDQ01000010.1|:c97412-97131|1491|g__Clostridium.s__Clostridium_botulinum|UniRef90_B1BC32|UniRef50_B1BC32,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,282,12,0.0.0.0
gi|153883142|ref|NZ_ABDP01000045.1|:c252-1|1491|g__Clostridium.s__Clostridium_botulinum|UniRef90_B1QRR6|UniRef50_M1Y8K3,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,252,8,0.0.0.0
gi|153883142|ref|NZ_ABDP01000045.1|:c252-1|1491|g__Clostridium.s__Clostridium_botulinum|UniRef90_B1QRR6|UniRef50_M1Y8K3,root;k_Bacteria,252,1,0.0.0.0
gi|153883142|ref|NZ_ABDP01000045.1|:c252-1|1491|g__Clostridium.s__Clostridium_botulinum|UniRef90_B1QRR6|UniRef50_M1Y8K3,root,252,10,0.0.0.0
gi|237669467|ref|NZ_ACOM01000009.1|:c441-58|1492|g__Clostridium.s__Clostridium_butyricum|UniRef90_C4ICR7|UniRef50_Q3BKH9,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus thuringiensis,384,1,0.0.0.0
gi|355693639|ref|NZ_JH376435.1|:c22119-21709|358743|g__Clostridium.s__Clostridium_citroniae|UniRef90_N9YIK5|UniRef50_R6JWH6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,411,2,0.0.0.0
gi|488664003|ref|NZ_KB851121.1|:c28120-27278|1531|g__Clostridium.s__Clostridium_clostridioforme|UniRef90_R7PL04|UniRef50_R7PL04,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,843,5,0.0.0.0
gi|488663152|ref|NZ_KB851047.1|:194782-195465|1531|g__Clostridium.s__Clostridium_clostridioforme|UniRef90_U4A402|UniRef50_R7PMC7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,684,1,0.0.0.0
gi|488663152|ref|NZ_KB851047.1|:199209-199517|1531|g__Clostridium.s__Clostridium_clostridioforme|UniRef90_R7PIW5|UniRef50_C9XMP9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,309,11,0.0.0.0
gi|488663152|ref|NZ_KB851047.1|:154735-155145|1531|g__Clostridium.s__Clostridium_clostridioforme|UniRef90_N9YIK5|UniRef50_R6JWH6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,411,2,0.0.0.0
gi|488663152|ref|NZ_KB851047.1|:166783-166986|1531|g__Clostridium.s__Clostridium_clostridioforme|UniRef90_N9X8V2|UniRef50_R4KK85,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,204,1,0.0.0.0
gi|357057344|ref|NZ_JH376880.1|:c103433-103218|1531|g__Clostridium.s__Clostridium_clostridioforme|UniRef90_G5I7J4|UniRef50_G5I7J4,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,216,1,0.0.0.0
gi|357057344|ref|NZ_JH376880.1|:c103433-103218|1531|g__Clostridium.s__Clostridium_clostridioforme|UniRef90_G5I7J4|UniRef50_G5I7J4,root;k_Bacteria,216,1,0.0.0.0
gi|488663152|ref|NZ_KB851047.1|:167658-168893|1531|g__Clostridium.s__Clostridium_clostridioforme|UniRef90_A6NYT0|UniRef50_A6NYT0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1236,1,2.7.13.3
gi|488663152|ref|NZ_KB851047.1|:204803-207370|1531|g__Clostridium.s__Clostridium_clostridioforme|UniRef90_unknown|UniRef50_T2X078,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2568,1,0.0.0.0
gi|488661264|ref|NZ_KB851045.1|:1257555-1259177|1531|g__Clostridium.s__Clostridium_clostridioforme|UniRef90_R7PG68|UniRef50_A1WZJ2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1623,1,0.0.0.0
gi|488663152|ref|NZ_KB851047.1|:198298-199140|1531|g__Clostridium.s__Clostridium_clostridioforme|UniRef90_R7PL04|UniRef50_R7PL04,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,843,1,0.0.0.0
gi|488670447|ref|NZ_KB850956.1|:c1888177-1886162|179628|g__Clostridium.s__Clostridium_colicanis|UniRef90_N9Y414|UniRef50_Q8PYZ7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2016,1,3.6.1.1
gi|488675690|ref|NZ_KB850951.1|:1601090-1602430|154046|g__Clostridium.s__Clostridium_hathewayi|UniRef90_N9XDJ4|UniRef50_R7R7I8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1341,1,0.0.0.0
gi|488673303|ref|NZ_KB850950.1|:c792346-789764|154046|g__Clostridium.s__Clostridium_hathewayi|UniRef90_unknown|UniRef50_R6GDE2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2583,1,0.0.0.0
gi|224515453|ref|NZ_GG657759.1|:c1263658-1261967|89153|g__Clostridium.s__Clostridium_hylemonae|UniRef90_C0BZF3|UniRef50_R5BYI1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1692,1,0.0.0.0
gi|224223434|ref|NZ_DS480346.1|:c181350-180931|1535|g__Clostridium.s__Clostridium_leptum|UniRef90_A7VSA7|UniRef50_A7VSA7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Tyzzerella;s_[Clostridium] piliforme,420,5,0.0.0.0
gi|224223434|ref|NZ_DS480346.1|:c181350-180931|1535|g__Clostridium.s__Clostridium_leptum|UniRef90_A7VSA7|UniRef50_A7VSA7,root;k_Bacteria;p_Firmicutes,420,11,0.0.0.0
gi|224223434|ref|NZ_DS480346.1|:c181350-180931|1535|g__Clostridium.s__Clostridium_leptum|UniRef90_A7VSA7|UniRef50_A7VSA7,root;k_Bacteria,420,6,0.0.0.0
gi|224515379|ref|NZ_EQ973343.1|:c333700-333134|84026|g__Clostridium.s__Clostridium_methylpentosum|UniRef90_unknown|UniRef50_C9XSM4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,567,1,0.0.0.0
gi|224515380|ref|NZ_EQ973344.1|:1220136-1220978|84026|g__Clostridium.s__Clostridium_methylpentosum|UniRef90_R7PL04|UniRef50_R7PL04,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,843,3,0.0.0.0
gi|169346986|ref|NZ_ABDU01000080.2|:c4604-4383|1502|g__Clostridium.s__Clostridium_perfringens|UniRef90_B1V891|UniRef50_B1V891,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Sporobacterium;s_uncultured Sporobacterium sp.,222,1,0.0.0.0
gi|153883900|ref|NZ_ABDY01000038.1|:11127-11411|1502|g__Clostridium.s__Clostridium_perfringens|UniRef90_B1RTS4|UniRef50_B1BC33,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,285,3,0.0.0.0
gi|153883900|ref|NZ_ABDY01000038.1|:11127-11411|1502|g__Clostridium.s__Clostridium_perfringens|UniRef90_B1RTS4|UniRef50_B1BC33,root,285,3,0.0.0.0
gi|153883900|ref|NZ_ABDY01000038.1|:11127-11411|1502|g__Clostridium.s__Clostridium_perfringens|UniRef90_B1RTS4|UniRef50_B1BC33,root;k_Bacteria,285,1,0.0.0.0
gi|224514978|ref|NZ_DS499690.1|:c7986-7669|29347|g__Clostridium.s__Clostridium_scindens|UniRef90_UPI0001532979|UniRef50_F5XS62,root,318,1,0.0.0.0
gi|224514971|ref|NZ_DS499684.1|:c3841-3596|29347|g__Clostridium.s__Clostridium_scindens|UniRef90_A7B6K2|UniRef50_A7B5W5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,246,5,0.0.0.0
gi|224514971|ref|NZ_DS499684.1|:c3841-3596|29347|g__Clostridium.s__Clostridium_scindens|UniRef90_A7B6K2|UniRef50_A7B5W5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Tyzzerella,246,2,0.0.0.0
gi|224514971|ref|NZ_DS499684.1|:c3841-3596|29347|g__Clostridium.s__Clostridium_scindens|UniRef90_A7B6K2|UniRef50_A7B5W5,root,246,5,0.0.0.0
gi|224514971|ref|NZ_DS499684.1|:c3841-3596|29347|g__Clostridium.s__Clostridium_scindens|UniRef90_A7B6K2|UniRef50_A7B5W5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,246,2,0.0.0.0
gi|224514971|ref|NZ_DS499684.1|:c3841-3596|29347|g__Clostridium.s__Clostridium_scindens|UniRef90_A7B6K2|UniRef50_A7B5W5,root;k_Bacteria,246,1,0.0.0.0
gi|224514971|ref|NZ_DS499684.1|:3871-4137|29347|g__Clostridium.s__Clostridium_scindens|UniRef90_B0NER4|UniRef50_B0NX14,root,267,3,0.0.0.0
gi|224514971|ref|NZ_DS499684.1|:3871-4137|29347|g__Clostridium.s__Clostridium_scindens|UniRef90_B0NER4|UniRef50_B0NX14,root;k_Bacteria,267,1,0.0.0.0
gi|224514971|ref|NZ_DS499684.1|:c1568-1380|29347|g__Clostridium.s__Clostridium_scindens|UniRef90_A7B8Q0|UniRef50_B0A7G6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,189,112,0.0.0.0
gi|224514971|ref|NZ_DS499684.1|:c1568-1380|29347|g__Clostridium.s__Clostridium_scindens|UniRef90_A7B8Q0|UniRef50_B0A7G6,root;k_Bacteria,189,8,0.0.0.0
gi|224514971|ref|NZ_DS499684.1|:c1568-1380|29347|g__Clostridium.s__Clostridium_scindens|UniRef90_A7B8Q0|UniRef50_B0A7G6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,189,1,0.0.0.0
gi|224514988|ref|NZ_DS499698.1|:c155111-153345|29347|g__Clostridium.s__Clostridium_scindens|UniRef90_R7FY87|UniRef50_A2BKX6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1767,1,3.6.3.14
gi|490134789|ref|NZ_KB822565.1|:184083-184610|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZPT8|UniRef50_N1ZPT8,root;k_Bacteria;p_Tenericutes;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae;g_Mycoplasma;s_Mycoplasma bovis,528,1,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:184083-184610|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZPT8|UniRef50_N1ZPT8,root;k_;p_;c_;o_;f_;g;_;s_uncultured microorganism,528,1,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:511930-512472|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDW5|UniRef50_Q97D83,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium,543,5,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:511930-512472|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDW5|UniRef50_Q97D83,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,543,4,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:511930-512472|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDW5|UniRef50_Q97D83,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,543,2,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:c867503-866961|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLI3|UniRef50_C4Z2V8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_[Ruminococcus] torques,543,1,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:c877447-876908|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R6QZB7|UniRef50_Q4JT81,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium scatologenes,540,1,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:c877447-876908|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R6QZB7|UniRef50_Q4JT81,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Neisseriales;f_Neisseriaceae;g_Kingella;s_Kingella kingae,540,2,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:c877447-876908|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R6QZB7|UniRef50_Q4JT81,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Carnobacteriaceae;g_Carnobacterium;s_Carnobacterium sp. CP1,540,2,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:c877447-876908|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R6QZB7|UniRef50_Q4JT81,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium,540,1,0.0.0.0
gi|490137911|ref|NZ_KB822568.1|:c57617-57168|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z615|UniRef50_R6DDJ6,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus cytotoxicus,450,1,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:c874490-874047|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZC82|UniRef50_B8DNK2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium,444,1,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:180691-181149|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R6PX53|UniRef50_R5YXG7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,459,1,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:c758402-757944|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R6PX53|UniRef50_R5YXG7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,459,1,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:c897554-897120|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZQL1|UniRef50_P0DMG1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_[Ruminococcus] torques,435,1,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:c879125-878685|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLK3|UniRef50_P56793,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Alkaliphilus;s_Alkaliphilus oremlandii,441,1,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:c879125-878685|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLK3|UniRef50_P56793,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium,441,1,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:c879125-878685|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLK3|UniRef50_P56793,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Zunongwangia;s_Zunongwangia profunda,441,1,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:c879125-878685|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLK3|UniRef50_P56793,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus aureus,441,1,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:c879125-878685|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLK3|UniRef50_P56793,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Halanaerobiales;f_Halanaerobiaceae;g_Halanaerobium;s_Halanaerobium praevalens,441,1,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:c859121-858684|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZC51|UniRef50_Q8KBK4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,438,1,0.0.0.0
gi|490137911|ref|NZ_KB822568.1|:c61908-61429|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z2D2|UniRef50_Q03UB1,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus pseudintermedius,480,1,2.1.1.177
gi|490138457|ref|NZ_KB822569.1|:c86559-86068|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_C9XPV9|UniRef50_B0K5J4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Clostridioides;s_Clostridioides difficile,492,2,0.0.0.0
gi|490137351|ref|NZ_KB822567.1|:c34848-34378|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R6QBF9|UniRef50_A5F3J8,root;k_Bacteria,471,5,0.0.0.0
gi|490137351|ref|NZ_KB822567.1|:c34848-34378|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R6QBF9|UniRef50_A5F3J8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,471,2,0.0.0.0
gi|490137351|ref|NZ_KB822567.1|:c59569-58874|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R5ADY6|UniRef50_Q67JS9,root;k_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria;o_Campylobacterales;f_Campylobacteraceae;g_Campylobacter;s_Campylobacter peloridis,696,2,0.0.0.0
gi|490137351|ref|NZ_KB822567.1|:c59569-58874|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R5ADY6|UniRef50_Q67JS9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,696,1,0.0.0.0
gi|490138457|ref|NZ_KB822569.1|:76377-77072|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZEN0|UniRef50_O31711,root;k_Bacteria;p_Fusobacteria;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Fusobacterium;s_Fusobacterium hwasookii,696,1,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:c974383-973655|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLT8|UniRef50_O34677,root;k_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria;o_Campylobacterales;f_Campylobacteraceae;g_Campylobacter;s_Campylobacter lari,729,2,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:c974383-973655|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLT8|UniRef50_O34677,root;k_Bacteria,729,1,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:c974383-973655|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLT8|UniRef50_O34677,root;k_Bacteria;p_Tenericutes;c_Mollicutes;o_Acholeplasmatales;f_Acholeplasmataceae;g_Candidatus Phytoplasma;s_Palm lethal yellowing phytoplasma,729,1,0.0.0.0
gi|490136654|ref|NZ_KB822566.1|:350253-350996|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZK35|UniRef50_D7GVH1,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Zobellia;s_Zobellia galactanivorans,744,1,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:c1032118-1031375|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZM02|UniRef50_Q1D8I9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium tyrobutyricum,744,6,5.3.1.1
gi|490134789|ref|NZ_KB822565.1|:c1032118-1031375|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZM02|UniRef50_Q1D8I9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter;s_Acinetobacter equi,744,1,5.3.1.1
gi|490134789|ref|NZ_KB822565.1|:c603766-603056|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMP9|UniRef50_N1ZMP9,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Planococcaceae;g_Solibacillus;s_Solibacillus silvestris,711,1,0.0.0.0
gi|490138457|ref|NZ_KB822569.1|:c103409-102696|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z1S8|UniRef50_G8S8D9,root;k_Bacteria;p_Tenericutes;c_Mollicutes;o_Acholeplasmatales;f_Acholeplasmataceae;g_Acholeplasma;s_Acholeplasma palmae,714,1,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:c869596-868994|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZKS4|UniRef50_B9KZW1,root;k_Bacteria;p_Firmicutes;c_Negativicutes;o_Selenomonadales;f_Selenomonadaceae;g_Megamonas;s_Megamonas hypermegale,603,1,0.0.0.0
gi|490137911|ref|NZ_KB822568.1|:118183-118752|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z676|UniRef50_N1Z676,root;k_Archaea;p_Euryarchaeota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter;s_Methanobrevibacter ruminantium,570,1,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:c879787-879128|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZFL5|UniRef50_Q3B6F6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminiclostridium;s_[Clostridium] stercorarium,660,2,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:c882360-881740|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZFL9|UniRef50_A3DJH3,root;k_Bacteria,621,1,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:c883017-882388|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZCB0|UniRef50_Q4AAE0,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,630,1,0.0.0.0
gi|490136654|ref|NZ_KB822566.1|:243549-243785|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDX1|UniRef50_N1ZDX1,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Leuconostocaceae;g_Weissella,237,205,0.0.0.0
gi|490137351|ref|NZ_KB822567.1|:272586-272816|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R6QX36|UniRef50_A0PX89,root;k_Bacteria,231,1,0.0.0.0
gi|490137351|ref|NZ_KB822567.1|:272586-272816|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R6QX36|UniRef50_A0PX89,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_[Ruminococcus] torques,231,2,0.0.0.0
gi|490136654|ref|NZ_KB822566.1|:c309586-309308|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZNF0|UniRef50_N1ZNF0,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter;s_Acinetobacter larvae,279,1,0.0.0.0
gi|490134789|ref|NZ_KB822565.1|:c878448-878191|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R6QZC4|UniRef50_Q7U4J1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium pasteurianum,258,1,0.0.0.0
