GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|505484991|ref|NZ_BANP01000021.1|:43192-44874|1268622|g__Acidovorax.s__Acidovorax_sp_MR_S7|UniRef90_B9MBD2|UniRef50_Q7W0K0,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Hydrogenophaga,1683,1,6.1.1.19,0.5941770647653001
gi|483984615|ref|NZ_KB892649.1|:232702-234612|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_I5ATT3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1911,1,2.4.1.18,0.5232862375719518
gi|483984714|ref|NZ_KB892660.1|:c64648-62768|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000372C794|UniRef50_R5K0M5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1881,1,0.0.0.0,0.531632110579479
gi|483984714|ref|NZ_KB892660.1|:114298-116172|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_B1H0H4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1875,4,0.0.0.0,2.1333333333333333
gi|483985136|ref|NZ_KB892703.1|:245870-247849|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00047666F3|UniRef50_H6LKP2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1980,1,0.0.0.0,0.5050505050505051
gi|483984922|ref|NZ_KB892682.1|:227110-229089|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036D4FF3|UniRef50_R6QTS0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1980,1,2.1.1.196,0.5050505050505051
gi|483984922|ref|NZ_KB892682.1|:208258-210186|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R5HT94,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1929,3,0.0.0.0,1.5552099533437014
gi|483984625|ref|NZ_KB892650.1|:65203-67119|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000377F2A5|UniRef50_G4Q5T4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1917,4,0.0.0.0,2.0865936358894106
gi|483984688|ref|NZ_KB892657.1|:23302-25254|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R5V7W2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1953,2,3.1.3.11,1.0240655401945724
gi|483984615|ref|NZ_KB892649.1|:c312090-310141|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037BBE63|UniRef50_R6EPG0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1950,1,0.0.0.0,0.5128205128205129
gi|483984615|ref|NZ_KB892649.1|:c308731-306965|33035|g__Blautia.s__Blautia_producta|UniRef90_R6VJG6|UniRef50_Q891P1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1767,1,3.6.3.14,0.5659309564233164
gi|483985043|ref|NZ_KB892693.1|:111746-113536|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037D7576|UniRef50_R5HRN2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1791,1,0.0.0.0,0.5583472920156337
gi|483984517|ref|NZ_KB892637.1|:c470163-468397|33035|g__Blautia.s__Blautia_producta|UniRef90_R6NTX6|UniRef50_A2BKX6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1767,1,3.6.3.14,0.5659309564233164
gi|483984581|ref|NZ_KB892645.1|:136878-138674|33035|g__Blautia.s__Blautia_producta|UniRef90_R6WIW9|UniRef50_Q6AQS4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1797,1,0.0.0.0,0.5564830272676684
gi|483984529|ref|NZ_KB892638.1|:c349214-347421|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R7G547,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1794,1,5.3.1.25,0.5574136008918618
gi|483984517|ref|NZ_KB892637.1|:298060-299868|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003603855|UniRef50_R5CAG3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1809,1,3.2.1.55,0.552791597567717
gi|483984545|ref|NZ_KB892640.1|:c166296-165385|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000364C484|UniRef50_R6VFY1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,912,1,0.0.0.0,1.0964912280701753
gi|483984541|ref|NZ_KB892639.1|:c56620-55712|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003785793|UniRef50_R6BUE4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,909,1,0.0.0.0,1.1001100110011002
gi|483984922|ref|NZ_KB892682.1|:198247-199164|33035|g__Blautia.s__Blautia_producta|UniRef90_R6NFI3|UniRef50_R6NFI3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,918,2,0.0.0.0,2.178649237472767
gi|483984562|ref|NZ_KB892642.1|:c30234-29341|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000375C24D|UniRef50_P29823,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,894,2,0.0.0.0,2.237136465324385
gi|483984581|ref|NZ_KB892645.1|:2566-3459|33035|g__Blautia.s__Blautia_producta|UniRef90_R6NR56|UniRef50_B5Y9A7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,894,1,2.1.2.5,1.1185682326621924
gi|483984714|ref|NZ_KB892660.1|:c252948-252055|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036770AE|UniRef50_R5I028,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,894,1,0.0.0.0,1.1185682326621924
gi|483984568|ref|NZ_KB892643.1|:c105762-104869|33035|g__Blautia.s__Blautia_producta|UniRef90_R6H0Z6|UniRef50_R6H0Z6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,894,4,0.0.0.0,4.47427293064877
gi|483984517|ref|NZ_KB892637.1|:c76306-75407|33035|g__Blautia.s__Blautia_producta|UniRef90_R6QTT3|UniRef50_E3HC45,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,900,2,4.2.1.44,2.2222222222222223
gi|483985043|ref|NZ_KB892693.1|:110836-111738|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036206CF|UniRef50_C6CV09,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,903,1,0.0.0.0,1.1074197120708749
gi|483984517|ref|NZ_KB892637.1|:c82603-81704|33035|g__Blautia.s__Blautia_producta|UniRef90_R6QTT3|UniRef50_E3HC45,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,900,2,4.2.1.44,2.2222222222222223
gi|483985043|ref|NZ_KB892693.1|:213636-214592|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000377B166|UniRef50_R6H328,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,957,1,0.0.0.0,1.044932079414838
gi|483984517|ref|NZ_KB892637.1|:c32965-32015|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036DFDFD|UniRef50_R6DS88,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,951,1,0.0.0.0,1.0515247108307046
gi|483984803|ref|NZ_KB892671.1|:225923-226873|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00035EB29B|UniRef50_R9N7K4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,951,1,0.0.0.0,1.0515247108307046
gi|483984517|ref|NZ_KB892637.1|:c228138-227176|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037EE42A|UniRef50_R6B5M1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,963,1,0.0.0.0,1.0384215991692627
gi|483984598|ref|NZ_KB892647.1|:2387-3346|33035|g__Blautia.s__Blautia_producta|UniRef90_R6NAT7|UniRef50_B9MKF3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,960,2,2.7.7.6,2.0833333333333335
gi|483984551|ref|NZ_KB892641.1|:143184-144143|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003805D1D|UniRef50_F7UUY9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,960,1,0.0.0.0,1.0416666666666667
gi|483984688|ref|NZ_KB892657.1|:c29216-28287|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003680E47|UniRef50_D4MWH4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,930,1,0.0.0.0,1.075268817204301
gi|483984727|ref|NZ_KB892662.1|:22287-23216|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037BCAB9|UniRef50_R5UH60,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,930,1,4.1.1.23,1.075268817204301
gi|483984589|ref|NZ_KB892646.1|:c58271-57345|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003637D06|UniRef50_R6G728,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,927,1,2.7.1.26,1.0787486515641855
gi|483984706|ref|NZ_KB892659.1|:c35875-34934|33035|g__Blautia.s__Blautia_producta|UniRef90_R6VAK7|UniRef50_R5WLJ7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,942,1,0.0.0.0,1.0615711252653928
gi|483984615|ref|NZ_KB892649.1|:293953-294894|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037B653D|UniRef50_R6ZGR3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,942,2,1.8.1.9,2.1231422505307855
gi|483984803|ref|NZ_KB892671.1|:c169254-168319|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003747705|UniRef50_R5HXS5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,936,2,0.0.0.0,2.1367521367521367
gi|483984922|ref|NZ_KB892682.1|:204973-205911|33035|g__Blautia.s__Blautia_producta|UniRef90_R6NLL5|UniRef50_R6CG06,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,939,25,0.0.0.0,26.624068157614484
gi|483984922|ref|NZ_KB892682.1|:124546-125484|33035|g__Blautia.s__Blautia_producta|UniRef90_R6VBY7|UniRef50_D9QRN5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,939,1,0.0.0.0,1.0649627263045793
gi|483984615|ref|NZ_KB892649.1|:115834-116679|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003700419|UniRef50_D4MN75,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,846,1,0.0.0.0,1.1820330969267139
gi|483985136|ref|NZ_KB892703.1|:c107595-106753|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R9NIW7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,843,3,0.0.0.0,3.5587188612099645
gi|483985143|ref|NZ_KB892704.1|:213111-213968|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036B2840|UniRef50_R5ABU1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,858,1,0.0.0.0,1.1655011655011656
gi|483985043|ref|NZ_KB892693.1|:132039-132896|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000376CCCB|UniRef50_G8QXB4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,858,1,0.0.0.0,1.1655011655011656
gi|483984922|ref|NZ_KB892682.1|:212515-213366|33035|g__Blautia.s__Blautia_producta|UniRef90_R6NGK6|UniRef50_R6H097,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,852,3,1.5.1.5,3.5211267605633805
gi|483984581|ref|NZ_KB892645.1|:17674-18507|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000381CDF4|UniRef50_R5YLE0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,834,1,0.0.0.0,1.1990407673860912
gi|483984568|ref|NZ_KB892643.1|:c104872-104033|33035|g__Blautia.s__Blautia_producta|UniRef90_R6G386|UniRef50_L0K7L1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,840,1,0.0.0.0,1.1904761904761905
gi|483985136|ref|NZ_KB892703.1|:c120134-119247|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036CFB69|UniRef50_UPI00036CFB69,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,888,2,0.0.0.0,2.2522522522522523
gi|483985136|ref|NZ_KB892703.1|:c108496-107612|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R5F3T6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,885,1,0.0.0.0,1.1299435028248588
gi|483984626|ref|NZ_KB892651.1|:3102-3974|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000361B576|UniRef50_A9KKE9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,873,1,2.7.1.148,1.145475372279496
gi|483984581|ref|NZ_KB892645.1|:59616-60485|33035|g__Blautia.s__Blautia_producta|UniRef90_R6NBY0|UniRef50_P47269,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,870,3,4.1.2.13,3.4482758620689657
gi|483984626|ref|NZ_KB892651.1|:42841-43956|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036B4CE9|UniRef50_R7IMM2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1116,1,2.7.7.27,0.8960573476702508
gi|483984803|ref|NZ_KB892671.1|:c141807-140656|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000380C9C8|UniRef50_A3DGB9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1152,1,0.0.0.0,0.8680555555555556
gi|483984714|ref|NZ_KB892660.1|:c11463-10321|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036CF1D2|UniRef50_A9KMX2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1143,1,1.1.1.267,0.8748906386701663
gi|483984668|ref|NZ_KB892655.1|:51769-52857|33035|g__Blautia.s__Blautia_producta|UniRef90_R6NBU7|UniRef50_R6ZG00,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1089,1,0.0.0.0,0.9182736455463728
gi|483985125|ref|NZ_KB892702.1|:55449-56543|33035|g__Blautia.s__Blautia_producta|UniRef90_R6V2Q4|UniRef50_R7N7L5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1095,2,0.0.0.0,1.8264840182648403
gi|483984545|ref|NZ_KB892640.1|:13009-14085|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000376F067|UniRef50_UPI000376F067,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1077,1,0.0.0.0,0.9285051067780873
gi|483984778|ref|NZ_KB892668.1|:4762-5841|33035|g__Blautia.s__Blautia_producta|UniRef90_R6VQ89|UniRef50_E0RTD9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1080,1,2.7.1.11,0.9259259259259258
gi|483984529|ref|NZ_KB892638.1|:c64609-63503|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036C6E00|UniRef50_R5SXF1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1107,8,0.0.0.0,7.226738934056008
gi|483984598|ref|NZ_KB892647.1|:41412-42518|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R5K336,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1107,1,0.0.0.0,0.903342366757001
gi|483985143|ref|NZ_KB892704.1|:c212675-211563|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003827A78|UniRef50_Q2FG29,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1113,1,1.4.1.1,0.8984725965858041
gi|483984517|ref|NZ_KB892637.1|:c485152-484040|33035|g__Blautia.s__Blautia_producta|UniRef90_R6NF17|UniRef50_P9WQI2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1113,7,0.0.0.0,6.289308176100629
gi|483985136|ref|NZ_KB892703.1|:c228269-227172|33035|g__Blautia.s__Blautia_producta|UniRef90_R6NBN4|UniRef50_P44681,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1098,1,0.0.0.0,0.9107468123861566
gi|483984581|ref|NZ_KB892645.1|:c53240-52014|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037E5795|UniRef50_R7A9X3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1227,1,0.0.0.0,0.8149959250203749
gi|483984562|ref|NZ_KB892642.1|:c106469-105246|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0004770268|UniRef50_UPI0004770268,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1224,1,0.0.0.0,0.8169934640522876
gi|483984922|ref|NZ_KB892682.1|:101810-102979|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037A8603|UniRef50_Q8R8R7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1170,2,2.7.1.6,1.7094017094017095
gi|483984803|ref|NZ_KB892671.1|:c168163-166991|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036E5721|UniRef50_R6GF00,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1173,1,0.0.0.0,0.8525149190110827
gi|483984615|ref|NZ_KB892649.1|:330168-331340|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_A0RJK0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1173,1,0.0.0.0,0.8525149190110827
gi|483985136|ref|NZ_KB892703.1|:c213304-212117|33035|g__Blautia.s__Blautia_producta|UniRef90_R6VBE5|UniRef50_R6Z088,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1188,1,0.0.0.0,0.8417508417508418
gi|483984803|ref|NZ_KB892671.1|:c1445-252|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R5K3W5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1194,2,0.0.0.0,1.6750418760469012
gi|483984803|ref|NZ_KB892671.1|:c181881-180883|33035|g__Blautia.s__Blautia_producta|UniRef90_R6NAL7|UniRef50_B8D1K5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,999,1,2.7.1.11,1.001001001001001
gi|483984589|ref|NZ_KB892646.1|:c33778-32777|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003690C60|UniRef50_R6TIY2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1002,2,0.0.0.0,1.996007984031936
gi|483985125|ref|NZ_KB892702.1|:76735-77748|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036F1EEC|UniRef50_UPI00036F1EEC,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1014,1,0.0.0.0,0.9861932938856016
gi|483984738|ref|NZ_KB892663.1|:c21556-20543|33035|g__Blautia.s__Blautia_producta|UniRef90_R6RT71|UniRef50_Q9RU74,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1014,2,1.1.1.86,1.9723865877712032
gi|483984786|ref|NZ_KB892669.1|:c19515-18499|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_Q9CNY5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1017,1,5.1.3.2,0.9832841691248771
gi|483984922|ref|NZ_KB892682.1|:187795-188805|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003745DEF|UniRef50_Q1G8H5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1011,1,1.1.1.94,0.9891196834817014
gi|483984517|ref|NZ_KB892637.1|:c77375-76365|33035|g__Blautia.s__Blautia_producta|UniRef90_D4LPL3|UniRef50_O05389,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1011,7,0.0.0.0,6.923837784371909
gi|483984529|ref|NZ_KB892638.1|:c33752-32778|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00035FE081|UniRef50_D4MYK6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,975,1,0.0.0.0,1.0256410256410258
gi|483984517|ref|NZ_KB892637.1|:c471567-470590|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000379020A|UniRef50_R6SAJ3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,978,2,0.0.0.0,2.044989775051125
gi|483984756|ref|NZ_KB892665.1|:8365-9333|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000378B12D|UniRef50_UPI000378B12D,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,969,1,0.0.0.0,1.0319917440660475
gi|483984714|ref|NZ_KB892660.1|:c234987-234016|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003779BB9|UniRef50_R7K1N1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,972,1,0.0.0.0,1.02880658436214
gi|483984529|ref|NZ_KB892638.1|:c195915-194929|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_A3DDX7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,987,1,0.0.0.0,1.0131712259371835
gi|483984529|ref|NZ_KB892638.1|:c208804-207755|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037371D3|UniRef50_D4JXZ8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1050,1,0.0.0.0,0.9523809523809523
gi|483984714|ref|NZ_KB892660.1|:c270442-269393|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00035CED41|UniRef50_R6LX99,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1050,1,0.0.0.0,0.9523809523809523
