GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|550260673|ref|NZ_KI440779.1|:146983-147156|1099853|g__Coprobacter.s__Coprobacter_fastidiosus|UniRef90_U5CR87|UniRef50_U5CR87,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides,174,7532,0.0.0.0,43287.356321839085
gi|498503065|ref|NZ_KB822571.1|:6071330-6072262|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6X2P9|UniRef50_E4T494,unclassified,933,3,0.0.0.0,3.215434083601286
gi|553331992|gb|AXUF01000260.1|:20796-21107|562|g__Escherichia.s__Escherichia_coli|UniRef90_U9XF29|UniRef50_U9XF29,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,312,1,0.0.0.0,3.2051282051282053
gi|223958583|ref|NZ_DS999460.1|:88197-88508|469598|g__Escherichia.s__Escherichia_sp_3_2_53FAA|UniRef90_J7QHS4|UniRef50_J7QHS4,unclassified,312,1,0.0.0.0,3.2051282051282053
gi|522837954|ref|NZ_KE159520.1|:798353-798664|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A0A015WP24|UniRef50_F0R740,unclassified,312,1,0.0.0.0,3.2051282051282053
gi|452215528|ref|NZ_AEJU01000023.1|:43313-43624|208962|g__Escherichia.s__Escherichia_albertii|UniRef90_J7QHS4|UniRef50_J7QHS4,unclassified,312,1,0.0.0.0,3.2051282051282053
gi|483984668|ref|NZ_KB892655.1|:8505-8816|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037D74D1|UniRef50_R7GRW5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,312,1,0.0.0.0,3.2051282051282053
gi|490134789|ref|NZ_KB822565.1|:c877781-877470|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZFL0|UniRef50_A9KJI3,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus,312,1,0.0.0.0,3.2051282051282053
gi|339998036|ref|NC_015761.1|:c1923291-1922356|54736|g__Salmonella.s__Salmonella_bongori|UniRef90_unknown|UniRef50_P55891,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,936,3,0.0.0.0,3.205128205128205
gi|313150987|ref|NZ_GL379781.1|:c2372398-2371148|250|g__Chryseobacterium.s__Chryseobacterium_gleum|UniRef90_D7W305|UniRef50_E4RTC2,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Elizabethkingia;s_Elizabethkingia anophelis,1251,4,0.0.0.0,3.19744204636291
gi|319655125|ref|NZ_GL635750.1|:1020462-1020774|665959|g__Bacillus.s__Bacillus_sp_2_A_57_CT2|UniRef90_K8EDZ7|UniRef50_F5XS62,unclassified,313,1,0.0.0.0,3.194888178913738
gi|490136654|ref|NZ_KB822566.1|:c311641-311015|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZE35|UniRef50_R6HE72,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Clostridioides;s_Clostridioides difficile,627,2,0.0.0.0,3.189792663476874
gi|498503065|ref|NZ_KB822571.1|:4071642-4072583|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6XY21|UniRef50_R5S2U5,unclassified,942,3,2.7.6.1,3.1847133757961785
gi|498503065|ref|NZ_KB822571.1|:859796-861370|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6Y6R1|UniRef50_R7DI90,unclassified,1575,5,0.0.0.0,3.174603174603175
gi|406351866|ref|NZ_JH815253.1|:241718-242032|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_P33647|UniRef50_P33647,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,315,1,0.0.0.0,3.1746031746031744
gi|498503065|ref|NZ_KB822571.1|:5357262-5358521|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZZN3|UniRef50_K6A3W3,unclassified,1260,4,0.0.0.0,3.1746031746031744
gi|490138457|ref|NZ_KB822569.1|:c14265-13636|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZB02|UniRef50_C4Z0B1,unclassified,630,2,2.4.2.17,3.1746031746031744
gi|522837947|ref|NZ_KE159513.1|:c1612389-1612075|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z6K6|UniRef50_D7J8V1,unclassified,315,1,0.0.0.0,3.1746031746031744
gi|522837953|ref|NZ_KE159519.1|:1541480-1541794|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZQR3|UniRef50_A5FK98,unclassified,315,1,0.0.0.0,3.1746031746031744
gi|498503065|ref|NZ_KB822571.1|:c5009224-5008910|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZAC9|UniRef50_K5ZAC9,unclassified,315,1,0.0.0.0,3.1746031746031744
gi|490136654|ref|NZ_KB822566.1|:563229-563543|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z9G2|UniRef50_N1Z9G2,unclassified,315,1,0.0.0.0,3.1746031746031744
gi|512572665|ref|NZ_KE150292.1|:184864-186126|80866|g__Delftia.s__Delftia_acidovorans|UniRef90_A9C031|UniRef50_Q9ZH99,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Delftia,1263,4,1.1.1.42,3.1670625494853524
gi|552902020|ref|NZ_AXMK01000001.1|:c1266979-1266032|1203575|g__Propionibacterium.s__Propionibacterium_sp_KPL1849|UniRef90_D4HB86|UniRef50_D4HB86,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,948,3,0.0.0.0,3.1645569620253164
gi|522837954|ref|NZ_KE159520.1|:313344-314291|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YTY7|UniRef50_R6SAZ5,unclassified,948,3,0.0.0.0,3.1645569620253164
gi|552902177|ref|NZ_AXML01000001.1|:c152669-151722|1203574|g__Propionibacterium.s__Propionibacterium_sp_KPL1847|UniRef90_D4HB86|UniRef50_D4HB86,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,948,3,0.0.0.0,3.1645569620253164
gi|498503065|ref|NZ_KB822571.1|:c609544-607646|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZCY6|UniRef50_A6L9D2,unclassified,1899,6,0.0.0.0,3.1595576619273302
gi|522837953|ref|NZ_KE159519.1|:c973620-972355|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YLM0|UniRef50_R6XZE4,unclassified,1266,4,0.0.0.0,3.1595576619273302
gi|498503065|ref|NZ_KB822571.1|:c2742434-2741169|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R7JA67|UniRef50_P73283,unclassified,1266,4,0.0.0.0,3.1595576619273302
gi|417131545|ref|NZ_AEZK02000026.1|:c2791362-2790730|562|g__Escherichia.s__Escherichia_coli|UniRef90_A1AI47|UniRef50_Q6LLQ5,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,633,2,0.0.0.0,3.1595576619273302
gi|419096728|ref|NZ_AIFN01000018.1|:59326-59958|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_P75788,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,633,2,0.0.0.0,3.1595576619273302
gi|498503065|ref|NZ_KB822571.1|:772388-773338|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6IJX5|UniRef50_Q2S2E5,unclassified,951,3,6.3.2.6,3.1545741324921135
gi|522837953|ref|NZ_KE159519.1|:280629-281897|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZV28|UniRef50_R5VNN6,unclassified,1269,4,0.0.0.0,3.1520882584712373
gi|544768904|ref|NZ_ASZV01000013.1|:78994-81852|1235457|g__Ralstonia.s__Ralstonia_sp_AU12_08|UniRef90_unknown|UniRef50_M4UEW8,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Ralstonia;s_Ralstonia insidiosa,2859,9,0.0.0.0,3.147953830010493
gi|484113815|ref|NZ_ANOY01001096.1|:c5071-4118|433924|g__Pseudacidovorax.s__Pseudacidovorax_intermedius|UniRef90_unknown|UniRef50_A3N967,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Variovorax,954,3,0.0.0.0,3.1446540880503147
gi|498503065|ref|NZ_KB822571.1|:4039463-4040416|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z513|UniRef50_B3JM93,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides helcogenes,954,3,0.0.0.0,3.1446540880503147
gi|498503065|ref|NZ_KB822571.1|:5487487-5488440|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZLY1|UniRef50_D5EH68,unclassified,954,3,0.0.0.0,3.1446540880503147
gi|522837947|ref|NZ_KE159513.1|:1484896-1485213|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AIN3|UniRef50_N2AIN3,unclassified,318,1,0.0.0.0,3.144654088050314
gi|211596808|ref|NZ_DS264262.1|:2590-2907|39496|g__Eubacterium.s__Eubacterium_ventriosum|UniRef90_UPI000156186B|UniRef50_F5XS62,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,318,1,0.0.0.0,3.144654088050314
gi|484030257|ref|NZ_HE978527.1|:147-464|1287657|g__Bacillus.s__Bacillus_sp_JC63|UniRef90_K8EDZ7|UniRef50_F5XS62,unclassified,318,1,0.0.0.0,3.144654088050314
gi|508605261|ref|NC_019425.2|:c531208-530891|2751|g__Carnobacterium.s__Carnobacterium_maltaromaticum|UniRef90_K8EDZ7|UniRef50_F5XS62,root;k_Bacteria;p_Chlamydiae;c_Chlamydiia;o_Chlamydiales;f_Chlamydiaceae;g_Chlamydia;s_Chlamydia sp. 2742-308,318,1,0.0.0.0,3.144654088050314
gi|422745362|ref|NZ_GL638172.1|:329-646|1280|g__Staphylococcus.s__Staphylococcus_aureus|UniRef90_K8EDZ7|UniRef50_F5XS62,unclassified,318,1,0.0.0.0,3.144654088050314
gi|146386242|ref|NZ_AAYG02000026.1|:11610-11927|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_UPI0001532979|UniRef50_F5XS62,unclassified,318,1,0.0.0.0,3.144654088050314
gi|410101285|ref|NZ_JH976471.1|:740102-740737|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A6J3|UniRef50_B8J4Q5,root;k_Bacteria;p_Nitrospirae;c_Nitrospira;o_Nitrospirales;f_Nitrospiraceae;g_Leptospirillum;s_Leptospirillum ferrooxidans,636,2,4.1.99.12,3.144654088050314
gi|224514740|ref|NZ_DS480694.1|:c456542-456225|208479|g__Clostridium.s__Clostridium_bolteae|UniRef90_UPI000156186B|UniRef50_F5XS62,unclassified,318,1,0.0.0.0,3.144654088050314
gi|422517768|ref|NZ_GL383870.1|:248-565|1747|g__Propionibacterium.s__Propionibacterium_acnes|UniRef90_E4E5K5|UniRef50_A4EBI3,unclassified,318,1,0.0.0.0,3.144654088050314
gi|211596898|ref|NZ_DS264352.1|:c8251-7934|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_UPI0001532979|UniRef50_F5XS62,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,318,1,0.0.0.0,3.144654088050314
gi|211596898|ref|NZ_DS264352.1|:c8251-7934|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_UPI0001532979|UniRef50_F5XS62,unclassified,318,1,0.0.0.0,3.144654088050314
gi|319430652|ref|NZ_GL622369.1|:370-687|113287|g__Pseudoramibacter.s__Pseudoramibacter_alactolyticus|UniRef90_UPI0001F166E5|UniRef50_F5XS62,root;k_Bacteria;p_Tenericutes;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae;g_Mycoplasma;s_Mycoplasma hyopharyngis,318,1,0.0.0.0,3.144654088050314
gi|498503065|ref|NZ_KB822571.1|:4054120-4054437|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZUV3|UniRef50_K5ZUV3,unclassified,318,1,0.0.0.0,3.144654088050314
gi|484021181|ref|NZ_KB895784.1|:34543-35178|1151118|g__Arthrobacter.s__Arthrobacter_sp_161MFSha2_1|UniRef90_UPI000364C5E9|UniRef50_J7LTS0,unclassified,636,2,0.0.0.0,3.144654088050314
gi|225001177|ref|NZ_DS990168.1|:2835-3152|46228|g__Ruminococcus.s__Ruminococcus_lactaris|UniRef90_UPI0001532979|UniRef50_F5XS62,unclassified,318,1,0.0.0.0,3.144654088050314
gi|410101287|ref|NZ_JH976473.1|:c1060228-1059593|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6ABR0|UniRef50_G8UIT4,unclassified,636,2,0.0.0.0,3.144654088050314
gi|365926852|ref|NZ_AEME01000001.1|:c887951-887634|754331|g__Escherichia.s__Escherichia_sp_TW09308|UniRef90_A7ZUF7|UniRef50_A6TGC7,unclassified,318,1,0.0.0.0,3.144654088050314
gi|498503065|ref|NZ_KB822571.1|:c5440185-5438914|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_Q7MU77,unclassified,1272,4,2.7.2.3,3.144654088050314
gi|498503065|ref|NZ_KB822571.1|:c465804-464530|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6WVL3|UniRef50_Q2S1G4,unclassified,1275,4,6.1.1.11,3.1372549019607847
gi|522837958|ref|NZ_KE159524.1|:c42941-41025|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A4BWH2,unclassified,1917,6,0.0.0.0,3.1298904538341157
gi|522837953|ref|NZ_KE159519.1|:1110707-1111345|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WZC4|UniRef50_Q5LI12,unclassified,639,2,2.4.2.10,3.1298904538341157
gi|544672477|ref|NZ_AOST01000028.1|:54648-55925|33011|g__Propionibacterium.s__Propionibacterium_granulosum|UniRef90_U7JKN8|UniRef50_A8LW00,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Acidipropionibacterium;s_Acidipropionibacterium acidipropionici,1278,4,2.8.1.7,3.1298904538341157
gi|498503065|ref|NZ_KB822571.1|:c855555-854917|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2BF14|UniRef50_R5D901,unclassified,639,2,0.0.0.0,3.1298904538341157
gi|498503065|ref|NZ_KB822571.1|:874868-876784|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_A4BWH2,unclassified,1917,6,0.0.0.0,3.1298904538341157
gi|552902020|ref|NZ_AXMK01000001.1|:c1683188-1682550|1203575|g__Propionibacterium.s__Propionibacterium_sp_KPL1849|UniRef90_F9YW65|UniRef50_D4HEJ7,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,639,2,0.0.0.0,3.1298904538341157
gi|410101288|ref|NZ_JH976474.1|:c622876-621596|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A5S9|UniRef50_Q8ZFX5,unclassified,1281,4,1.1.1.23,3.1225604996096803
gi|522837947|ref|NZ_KE159513.1|:756091-758334|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R6K765,unclassified,2244,7,0.0.0.0,3.119429590017825
gi|498503065|ref|NZ_KB822571.1|:c1819076-1818756|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6ATY9|UniRef50_W8EZ00,unclassified,321,1,0.0.0.0,3.115264797507788
gi|490136654|ref|NZ_KB822566.1|:c552830-551868|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZI28|UniRef50_N1ZI28,root;k_Bacteria;p_Tenericutes;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae;g_Mycoplasma;s_Mycoplasma arthritidis,963,3,0.0.0.0,3.115264797507788
gi|498503065|ref|NZ_KB822571.1|:1677135-1677455|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZUN6|UniRef50_R6JD00,unclassified,321,1,0.0.0.0,3.115264797507788
gi|498503065|ref|NZ_KB822571.1|:c1271990-1271670|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R7JNB8|UniRef50_Q250M1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,321,1,0.0.0.0,3.115264797507788
gi|483984541|ref|NZ_KB892639.1|:c41261-40620|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037858AB|UniRef50_R7R7T3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,642,2,0.0.0.0,3.115264797507788
gi|406351884|ref|NZ_JH815271.1|:93480-93800|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_P77221|UniRef50_P77221,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,321,1,0.0.0.0,3.115264797507788
gi|410101285|ref|NZ_JH976471.1|:c624138-623818|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6ATY9|UniRef50_W8EZ00,unclassified,321,1,0.0.0.0,3.115264797507788
gi|490136654|ref|NZ_KB822566.1|:118898-120181|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMX5|UniRef50_Q9L385,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus megaterium,1284,4,2.7.7.27,3.115264797507788
gi|502114010|ref|NZ_ASHB01000189.1|:c322-1|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_E7I3I5,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,322,1,0.0.0.0,3.1055900621118013
gi|307564906|ref|NZ_ADFQ01000022.1|:c2386-1742|419005|g__Prevotella.s__Prevotella_amnii|UniRef90_UPI0001E48A46|UniRef50_J8TCZ3,unclassified,645,2,0.0.0.0,3.1007751937984493
gi|522837947|ref|NZ_KE159513.1|:236850-237494|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2APF1|UniRef50_N2APF1,unclassified,645,2,0.0.0.0,3.1007751937984493
gi|498503065|ref|NZ_KB822571.1|:5659098-5659742|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_Q5LEQ5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,645,2,0.0.0.0,3.1007751937984493
gi|490136654|ref|NZ_KB822566.1|:73010-76237|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z9Y6|UniRef50_R5AD65,unclassified,3228,10,0.0.0.0,3.097893432465923
gi|498503065|ref|NZ_KB822571.1|:2840153-2841121|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AQ64|UniRef50_R5S0C0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,969,3,0.0.0.0,3.0959752321981426
gi|498503065|ref|NZ_KB822571.1|:3675063-3676355|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AGN3|UniRef50_K6AGN3,unclassified,1293,4,0.0.0.0,3.0935808197989174
gi|506939269|ref|NZ_AOQJ01000013.1|:c48821-48498|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria,324,1,0.0.0.0,3.0864197530864197
gi|68073470|ref|XM_673558.1||5821|g__Plasmodium.s__Plasmodium_berghei|UniRef90_Q4YBB2|UniRef50_T1FZ35,unclassified,324,1,0.0.0.0,3.0864197530864197
gi|498503065|ref|NZ_KB822571.1|:617056-617379|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z137|UniRef50_F5XB93,unclassified,324,1,0.0.0.0,3.0864197530864197
gi|223958586|ref|NZ_DS999463.1|:c117426-117103|469598|g__Escherichia.s__Escherichia_sp_3_2_53FAA|UniRef90_unknown|UniRef50_A5A630,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,324,1,0.0.0.0,3.0864197530864197
gi|510920519|ref|NZ_KE137105.1|:386359-386682|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_F9CJM1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,324,1,0.0.0.0,3.0864197530864197
gi|421911199|ref|NZ_CANR01000097.1|:3879-4202|573|g__Klebsiella.s__Klebsiella_pneumoniae|UniRef90_K4RYB3|UniRef50_K4RYB3,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,324,1,0.0.0.0,3.0864197530864197
gi|555549731|ref|NZ_KI530584.1|:c128805-127831|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QGH6|UniRef50_A0Q6K3,unclassified,975,3,1.1.1.37,3.076923076923077
gi|498503065|ref|NZ_KB822571.1|:2129145-2129795|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZT43|UniRef50_K5ZT43,unclassified,651,2,0.0.0.0,3.0721966205837172
gi|498503065|ref|NZ_KB822571.1|:767416-768720|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AMA8|UniRef50_R6X333,unclassified,1305,4,0.0.0.0,3.0651340996168583
gi|417683732|ref|NZ_AFGC01000048.1|:5369-5695|621|g__Shigella.s__Shigella_boydii|UniRef90_P38521|UniRef50_P38521,unclassified,327,1,0.0.0.0,3.058103975535168
gi|498503065|ref|NZ_KB822571.1|:c3010326-3010000|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AA39|UniRef50_K6AA39,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Nitrosomonadales;f_Methylophilaceae;g_Methylotenera;s_Methylotenera mobilis,327,1,0.0.0.0,3.058103975535168
gi|410101288|ref|NZ_JH976474.1|:c782246-781920|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZGT0|UniRef50_R5IBD0,unclassified,327,1,0.0.0.0,3.058103975535168
gi|498503065|ref|NZ_KB822571.1|:c159975-159649|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZKY0|UniRef50_R5MH79,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,327,1,0.0.0.0,3.058103975535168
gi|410101288|ref|NZ_JH976474.1|:797994-798320|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZGU6|UniRef50_R5DC63,unclassified,327,1,0.0.0.0,3.058103975535168
gi|490727265|ref|NZ_APME01000130.1|:c1092-439|176102|g__Pseudoalteromonas.s__Pseudoalteromonas_agarivorans|UniRef90_N6VUI3|UniRef50_K7E2L3,unclassified,654,2,0.0.0.0,3.058103975535168
gi|498503065|ref|NZ_KB822571.1|:c5638497-5638171|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZGU6|UniRef50_R5DC63,unclassified,327,1,0.0.0.0,3.058103975535168
gi|522837947|ref|NZ_KE159513.1|:c2260832-2260506|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZKY0|UniRef50_R5MH79,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,327,1,0.0.0.0,3.058103975535168
gi|490136654|ref|NZ_KB822566.1|:957573-957899|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z9R1|UniRef50_N1Z9R1,unclassified,327,1,0.0.0.0,3.058103975535168
gi|483984517|ref|NZ_KB892637.1|:288587-291205|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R6PEF4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2619,8,1.1.1.1,3.0546009927453226
gi|490134789|ref|NZ_KB822565.1|:104254-105891|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZFH4|UniRef50_E0RFC3,unclassified,1638,5,0.0.0.0,3.0525030525030528
gi|555552016|ref|NZ_KI530588.1|:c330151-329168|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2RJ09|UniRef50_V2RJ09,unclassified,984,3,0.0.0.0,3.048780487804878
gi|498503065|ref|NZ_KB822571.1|:4455108-4456091|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZEB0|UniRef50_K5ZEB0,unclassified,984,3,0.0.0.0,3.048780487804878
gi|562948071|gb|AYVM01000004.1|:357075-358715|1287085|g__Mesorhizobium.s__Mesorhizobium_loti|UniRef90_X5PHG9|UniRef50_Q8YGI2,unclassified,1641,5,0.0.0.0,3.0469226081657528
gi|498503065|ref|NZ_KB822571.1|:2823163-2824803|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YUF0|UniRef50_P14407,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1641,5,4.2.1.2,3.0469226081657528
gi|490134789|ref|NZ_KB822565.1|:c1028851-1027538|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R6QBM0|UniRef50_B2GAM0,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Leuconostocaceae;g_Leuconostoc;s_Leuconostoc citreum,1314,4,4.2.1.11,3.0441400304414
gi|522837954|ref|NZ_KE159520.1|:c1144453-1143467|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YYS4|UniRef50_R6JBC2,unclassified,987,3,0.0.0.0,3.0395136778115504
